"hospital_code","hospital_name","date","attendances","within_4_hours","over_4_hours"
"S108H","Edington Cottage Hospital",2011-06-30,147,147,0
"S116H","Western General Hospital",2011-06-30,3214,3109,105
"S308H","St John's Hospital - Type 1",2011-06-30,4435,4264,171
"S314H","Royal Infirmary Of Edinburgh - Type 1",2011-06-30,9325,8944,381
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2011-06-30,3330,3311,19
"T101H","Ninewells Hospital - Type 1",2011-06-30,4148,4044,104
"T202H","Perth Royal Infirmary - Type 1",2011-06-30,2223,2207,16
"T205H","St Margaret's Hospital",2011-06-30,27,27,0
"T207H","Aberfeldy Community Hospital",2011-06-30,4,4,0
"T209H","Blairgowrie Community Hospital",2011-06-30,282,282,0
"T304H","Arbroath Infirmary",2011-06-30,1105,1104,1
"T305H","Brechin Infirmary",2011-06-30,291,290,1
"T316H","Crieff Community Hospital",2011-06-30,218,218,0
"T319H","Whitehills Health And Community Care Centre",2011-06-30,623,623,0
"T320H","Pitlochry Community Hospital",2011-06-30,161,161,0
"T357C","Links Health Centre",2011-06-30,607,607,0
"V102H","Falkirk Community Hospital",2011-06-30,1435,1435,0
"V201H","Stirling Royal Infirmary - Type 1",2011-06-30,4768,4399,369
"W106H","St Brendan's Hospital",2011-06-30,45,44,1
"W107H","Western Isles Hospital - Type 1",2011-06-30,580,570,10
"W108H","Uist & Barra Hospital",2011-06-30,117,117,0
"Y101H","Castle Douglas Hospital",2011-06-30,36,36,0
"Y106H","Kirkcudbright Hospital",2011-06-30,68,68,0
"Y109H","Moffat Hospital",2011-06-30,5,5,0
"Y110H","Newton Stewart Hospital",2011-06-30,42,42,0
"Y144H","Galloway Community Hospital - Type 1",2011-06-30,1071,1053,18
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2011-06-30,2801,2670,131
"Z102H","Gilbert Bain Hospital - Type 1",2011-06-30,766,762,4
"A101H","Arran War Memorial Hospital",2011-07-31,313,313,0
"A110H","Lady Margaret Hospital",2011-07-31,105,105,0
"A111H","University Hospital Crosshouse - Type 1",2011-07-31,6031,5863,168
"A210H","University Hospital Ayr - Type 1",2011-07-31,3956,3857,99
"A216H","Girvan Community Hospital",2011-07-31,135,135,0
"B103H","Knoll Community Hospital",2011-07-31,18,18,0
"B105H","Hawick Community  Hospital",2011-07-31,120,120,0
"B114H","Kelso Community Hospital",2011-07-31,25,25,0
"B118H","Hay Lodge Hospital",2011-07-31,53,53,0
"B120H","Borders General Hospital - Type 1",2011-07-31,1997,1987,10
"C106H","Cowal Community Hospital",2011-07-31,683,683,0
"C108H","Islay Hospital",2011-07-31,115,114,1
"C113H","Victoria Hospital (NHS Highland)",2011-07-31,406,400,6
"C117J","Dunaros Hospital",2011-07-31,79,77,2
"C121H","Lorn & Islands Hospital - Type 1",2011-07-31,629,619,10
"C122H","Campbeltown Hospital",2011-07-31,495,486,9
"C206H","Vale Of Leven District General Hospital",2011-07-31,1419,1409,10
"C313H","Inverclyde Royal Hospital - Type 1",2011-07-31,3038,2979,59
"C418H","Royal Alexandra Hospital - Type 1",2011-07-31,6438,6046,392
"F704H","Victoria Hospital (NHS Fife) - Type 1",2011-07-31,2861,2807,54
"F708H","Adamson Hospital",2011-07-31,113,113,0
"F709H","St Andrews Community Hospital",2011-07-31,569,569,0
"F805H","Queen Margaret Hospital - Type 1",2011-07-31,4467,4137,330
"G107H","Glasgow Royal Infirmary - Type 1",2011-07-31,7451,7263,188
"G207H","New Stobhill Hospital",2011-07-31,1363,1362,1
"G306H","Victoria Infirmary - Type 1",2011-07-31,5341,5201,140
"G306H","New Victoria Hospital",2011-07-31,1602,1602,0
"G405H","Southern General Hospital - Type 1",2011-07-31,4174,4049,125
"G513H","Royal Hospital For Children Glasgow - Type 1",2011-07-31,3344,3259,85
"G516H","Western Infirmary/Gartnavel General - Type 1",2011-07-31,5162,5045,117
"H101H","Dunbar Hospital",2011-07-31,270,270,0
"H103H","Caithness General Hospital - Type 1",2011-07-31,556,552,4
"H106H","Lawson Memorial Hospital",2011-07-31,41,41,0
"H202H","Raigmore Hospital - Type 1",2011-07-31,2812,2764,48
"H208H","Nairn Town And County Hospital",2011-07-31,385,385,0
"H210H","Ian Charles Community Hospital",2011-07-31,149,149,0
"H212H","Belford Hospital - Type 1",2011-07-31,989,976,13
"H214H","Dr Mackinnon Memorial Hospital",2011-07-31,393,393,0
"H215H","Portree Community Hospital",2011-07-31,302,302,0
"H217H","Ross Memorial Hospital",2011-07-31,168,168,0
"H219H","County Community Hospital",2011-07-31,163,163,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2011-07-31,347,347,0
"H227B","Aviemore Health Centre",2011-07-31,210,209,1
"L106H","University Hospital Monklands - Type 1",2011-07-31,5804,5657,147
"L206H","Kello Hospital",2011-07-31,56,56,0
"L207H","Lady Home Hospital",2011-07-31,105,105,0
"L302H","University Hospital Hairmyres - Type 1",2011-07-31,4897,4689,208
"L308H","University Hospital Wishaw - Type 1",2011-07-31,5411,5155,256
"N101H","Aberdeen Royal Infirmary - Type 1",2011-07-31,5188,5087,101
"N121H","Royal Aberdeen Children's Hospital - Type 1",2011-07-31,1346,1342,4
"N151H","Aboyne Hospital",2011-07-31,99,99,0
"N331H","Inverurie Hospital",2011-07-31,41,41,0
"N332H","Insch War Memorial Hospital",2011-07-31,62,62,0
"N333H","Peterhead Community Hospital",2011-07-31,1130,1130,0
"N334H","Fraserburgh Hospital",2011-07-31,1086,1083,3
"N335H","Jubilee Hospital",2011-07-31,289,288,1
"N336H","Turriff Hospital",2011-07-31,194,194,0
"N337H","Chalmers Hospital",2011-07-31,331,331,0
"N411H","Dr Gray's Hospital - Type 1",2011-07-31,2111,2023,88
"N431H","Seafield Hospital",2011-07-31,112,112,0
"N432H","Stephen Hospital",2011-07-31,44,44,0
"N433H","Turner Memorial Hospital",2011-07-31,80,80,0
"N434H","Leanchoil Hospital",2011-07-31,2,2,0
"N451H","Fleming Hospital",2011-07-31,33,33,0
"N494H","Kincardine Community Hospital",2011-07-31,103,103,0
"R103H","Balfour Hospital - Type 3",2011-07-31,256,255,1
"S102H","Belhaven Hospital",2011-07-31,12,12,0
"S108H","Edington Cottage Hospital",2011-07-31,219,219,0
"S116H","Western General Hospital",2011-07-31,3072,3042,30
"S308H","St John's Hospital - Type 1",2011-07-31,4459,4217,242
"S314H","Royal Infirmary Of Edinburgh - Type 1",2011-07-31,9723,9337,386
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2011-07-31,2902,2884,18
"T101H","Ninewells Hospital - Type 1",2011-07-31,4230,4148,82
"T202H","Perth Royal Infirmary - Type 1",2011-07-31,2215,2184,31
"T205H","St Margaret's Hospital",2011-07-31,39,39,0
"T207H","Aberfeldy Community Hospital",2011-07-31,7,7,0
"T209H","Blairgowrie Community Hospital",2011-07-31,287,287,0
"T304H","Arbroath Infirmary",2011-07-31,1253,1252,1
"T305H","Brechin Infirmary",2011-07-31,301,301,0
"T316H","Crieff Community Hospital",2011-07-31,234,234,0
"T319H","Whitehills Health And Community Care Centre",2011-07-31,609,609,0
"T320H","Pitlochry Community Hospital",2011-07-31,218,216,2
"T357C","Links Health Centre",2011-07-31,635,635,0
"V102H","Falkirk Community Hospital",2011-07-31,554,546,8
"V201H","Stirling Royal Infirmary - Type 1",2011-07-31,1821,1650,171
"V201H","Stirling Health And Care Village",2011-07-31,795,795,0
"V217H","Forth Valley Royal Hospital - Type 1",2011-07-31,3271,3045,226
"W106H","St Brendan's Hospital",2011-07-31,103,99,4
"W107H","Western Isles Hospital - Type 1",2011-07-31,689,671,18
"W108H","Uist & Barra Hospital",2011-07-31,137,137,0
"Y101H","Castle Douglas Hospital",2011-07-31,67,67,0
"Y106H","Kirkcudbright Hospital",2011-07-31,70,70,0
"Y109H","Moffat Hospital",2011-07-31,9,9,0
"Y110H","Newton Stewart Hospital",2011-07-31,42,42,0
"Y144H","Galloway Community Hospital - Type 1",2011-07-31,1141,1119,22
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2011-07-31,2915,2807,108
"Z102H","Gilbert Bain Hospital - Type 1",2011-07-31,803,801,2
"A101H","Arran War Memorial Hospital",2011-08-31,316,316,0
"A110H","Lady Margaret Hospital",2011-08-31,63,63,0
"A111H","University Hospital Crosshouse - Type 1",2011-08-31,6042,5881,161
"A210H","University Hospital Ayr - Type 1",2011-08-31,3892,3648,244
"A216H","Girvan Community Hospital",2011-08-31,116,116,0
"B103H","Knoll Community Hospital",2011-08-31,17,17,0
"B105H","Hawick Community  Hospital",2011-08-31,117,117,0
"B114H","Kelso Community Hospital",2011-08-31,22,22,0
"B118H","Hay Lodge Hospital",2011-08-31,91,91,0
"B120H","Borders General Hospital - Type 1",2011-08-31,2070,2045,25
"C106H","Cowal Community Hospital",2011-08-31,705,704,1
"C108H","Islay Hospital",2011-08-31,148,148,0
"C113H","Victoria Hospital (NHS Highland)",2011-08-31,373,363,10
"C117J","Dunaros Hospital",2011-08-31,75,74,1
"C121H","Lorn & Islands Hospital - Type 1",2011-08-31,598,593,5
"C122H","Campbeltown Hospital",2011-08-31,452,442,10
"C206H","Vale Of Leven District General Hospital",2011-08-31,1278,1259,19
"C313H","Inverclyde Royal Hospital - Type 1",2011-08-31,2913,2836,77
"C418H","Royal Alexandra Hospital - Type 1",2011-08-31,6549,6280,269
"F704H","Victoria Hospital (NHS Fife) - Type 1",2011-08-31,2785,2727,58
"F708H","Adamson Hospital",2011-08-31,144,144,0
"F709H","St Andrews Community Hospital",2011-08-31,456,456,0
"F805H","Queen Margaret Hospital - Type 1",2011-08-31,4344,4077,267
"G107H","Glasgow Royal Infirmary - Type 1",2011-08-31,7255,7089,166
"G207H","New Stobhill Hospital",2011-08-31,1407,1407,0
"G306H","Victoria Infirmary - Type 1",2011-08-31,5093,4974,119
"G306H","New Victoria Hospital",2011-08-31,1608,1608,0
"G405H","Southern General Hospital - Type 1",2011-08-31,4155,3990,165
"G513H","Royal Hospital For Children Glasgow - Type 1",2011-08-31,3377,3287,90
"G516H","Western Infirmary/Gartnavel General - Type 1",2011-08-31,5125,4910,215
"H101H","Dunbar Hospital",2011-08-31,224,223,1
"H103H","Caithness General Hospital - Type 1",2011-08-31,535,529,6
"H106H","Lawson Memorial Hospital",2011-08-31,45,45,0
"H202H","Raigmore Hospital - Type 1",2011-08-31,2938,2895,43
"H208H","Nairn Town And County Hospital",2011-08-31,377,376,1
"H210H","Ian Charles Community Hospital",2011-08-31,126,126,0
"H212H","Belford Hospital - Type 1",2011-08-31,837,813,24
"H214H","Dr Mackinnon Memorial Hospital",2011-08-31,310,309,1
"H215H","Portree Community Hospital",2011-08-31,280,280,0
"H217H","Ross Memorial Hospital",2011-08-31,205,204,1
"H219H","County Community Hospital",2011-08-31,159,159,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2011-08-31,314,312,2
"H227B","Aviemore Health Centre",2011-08-31,205,205,0
"L106H","University Hospital Monklands - Type 1",2011-08-31,5763,5333,430
"L206H","Kello Hospital",2011-08-31,65,65,0
"L207H","Lady Home Hospital",2011-08-31,86,86,0
"L302H","University Hospital Hairmyres - Type 1",2011-08-31,4944,4766,178
"L308H","University Hospital Wishaw - Type 1",2011-08-31,5650,5399,251
"N101H","Aberdeen Royal Infirmary - Type 1",2011-08-31,5425,5246,179
"N121H","Royal Aberdeen Children's Hospital - Type 1",2011-08-31,1448,1441,7
"N151H","Aboyne Hospital",2011-08-31,123,123,0
"N331H","Inverurie Hospital",2011-08-31,35,35,0
"N332H","Insch War Memorial Hospital",2011-08-31,48,48,0
"N333H","Peterhead Community Hospital",2011-08-31,1049,1048,1
"N334H","Fraserburgh Hospital",2011-08-31,963,962,1
"N335H","Jubilee Hospital",2011-08-31,271,271,0
"N336H","Turriff Hospital",2011-08-31,211,211,0
"N337H","Chalmers Hospital",2011-08-31,339,339,0
"N411H","Dr Gray's Hospital - Type 1",2011-08-31,2043,1951,92
"N431H","Seafield Hospital",2011-08-31,95,95,0
"N432H","Stephen Hospital",2011-08-31,39,39,0
"N433H","Turner Memorial Hospital",2011-08-31,86,86,0
"N434H","Leanchoil Hospital",2011-08-31,43,43,0
"N451H","Fleming Hospital",2011-08-31,31,31,0
"N494H","Kincardine Community Hospital",2011-08-31,129,129,0
"R103H","Balfour Hospital - Type 3",2011-08-31,215,214,1
"S102H","Belhaven Hospital",2011-08-31,17,17,0
"S108H","Edington Cottage Hospital",2011-08-31,167,167,0
"S116H","Western General Hospital",2011-08-31,3462,3408,54
"S308H","St John's Hospital - Type 1",2011-08-31,4418,4277,141
"S314H","Royal Infirmary Of Edinburgh - Type 1",2011-08-31,9833,9562,271
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2011-08-31,2965,2936,29
"T101H","Ninewells Hospital - Type 1",2011-08-31,4308,4220,88
"T202H","Perth Royal Infirmary - Type 1",2011-08-31,2162,2147,15
"T205H","St Margaret's Hospital",2011-08-31,49,49,0
"T207H","Aberfeldy Community Hospital",2011-08-31,7,7,0
"T209H","Blairgowrie Community Hospital",2011-08-31,282,282,0
"T304H","Arbroath Infirmary",2011-08-31,1142,1142,0
"T305H","Brechin Infirmary",2011-08-31,266,266,0
"T316H","Crieff Community Hospital",2011-08-31,231,230,1
"T319H","Whitehills Health And Community Care Centre",2011-08-31,647,647,0
"T320H","Pitlochry Community Hospital",2011-08-31,184,184,0
"T357C","Links Health Centre",2011-08-31,707,707,0
"V201H","Stirling Health And Care Village",2011-08-31,1214,1214,0
"V217H","Forth Valley Royal Hospital - Type 1",2011-08-31,5002,4686,316
"W106H","St Brendan's Hospital",2011-08-31,54,54,0
"W107H","Western Isles Hospital - Type 1",2011-08-31,689,679,10
"W108H","Uist & Barra Hospital",2011-08-31,104,104,0
"Y101H","Castle Douglas Hospital",2011-08-31,75,75,0
"Y106H","Kirkcudbright Hospital",2011-08-31,73,73,0
"Y109H","Moffat Hospital",2011-08-31,10,10,0
"Y110H","Newton Stewart Hospital",2011-08-31,38,38,0
"Y144H","Galloway Community Hospital - Type 1",2011-08-31,1084,1060,24
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2011-08-31,2953,2815,138
"Z102H","Gilbert Bain Hospital - Type 1",2011-08-31,692,684,8
"A101H","Arran War Memorial Hospital",2011-09-30,183,180,3
"A110H","Lady Margaret Hospital",2011-09-30,58,58,0
"A111H","University Hospital Crosshouse - Type 1",2011-09-30,5821,5591,230
"A210H","University Hospital Ayr - Type 1",2011-09-30,3825,3561,264
"A216H","Girvan Community Hospital",2011-09-30,132,132,0
"B103H","Knoll Community Hospital",2011-09-30,24,24,0
"B105H","Hawick Community  Hospital",2011-09-30,119,119,0
"B114H","Kelso Community Hospital",2011-09-30,9,9,0
"B118H","Hay Lodge Hospital",2011-09-30,65,65,0
"B120H","Borders General Hospital - Type 1",2011-09-30,1970,1918,52
"C106H","Cowal Community Hospital",2011-09-30,708,706,2
"C108H","Islay Hospital",2011-09-30,109,108,1
"C113H","Victoria Hospital (NHS Highland)",2011-09-30,518,505,13
"C117J","Dunaros Hospital",2011-09-30,64,64,0
"C121H","Lorn & Islands Hospital - Type 1",2011-09-30,610,606,4
"C122H","Campbeltown Hospital",2011-09-30,474,467,7
"C206H","Vale Of Leven District General Hospital",2011-09-30,1217,1187,30
"C313H","Inverclyde Royal Hospital - Type 1",2011-09-30,2603,2505,98
"C418H","Royal Alexandra Hospital - Type 1",2011-09-30,6458,6110,348
"F704H","Victoria Hospital (NHS Fife) - Type 1",2011-09-30,2800,2660,140
"F708H","Adamson Hospital",2011-09-30,128,128,0
"F709H","St Andrews Community Hospital",2011-09-30,573,573,0
"F805H","Queen Margaret Hospital - Type 1",2011-09-30,4261,3846,415
"G107H","Glasgow Royal Infirmary - Type 1",2011-09-30,7313,7142,171
"G207H","New Stobhill Hospital",2011-09-30,1393,1392,1
"G306H","Victoria Infirmary - Type 1",2011-09-30,5180,4944,236
"G306H","New Victoria Hospital",2011-09-30,1623,1623,0
"G405H","Southern General Hospital - Type 1",2011-09-30,4227,4067,160
"G513H","Royal Hospital For Children Glasgow - Type 1",2011-09-30,3581,3449,132
"G516H","Western Infirmary/Gartnavel General - Type 1",2011-09-30,5315,4959,356
"H101H","Dunbar Hospital",2011-09-30,225,225,0
"H103H","Caithness General Hospital - Type 1",2011-09-30,498,495,3
"H106H","Lawson Memorial Hospital",2011-09-30,25,25,0
"H202H","Raigmore Hospital - Type 1",2011-09-30,2776,2715,61
"H208H","Nairn Town And County Hospital",2011-09-30,386,386,0
"H210H","Ian Charles Community Hospital",2011-09-30,117,117,0
"H212H","Belford Hospital - Type 1",2011-09-30,725,704,21
"H214H","Dr Mackinnon Memorial Hospital",2011-09-30,443,443,0
"H215H","Portree Community Hospital",2011-09-30,247,247,0
"H217H","Ross Memorial Hospital",2011-09-30,169,169,0
"H219H","County Community Hospital",2011-09-30,133,133,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2011-09-30,415,413,2
"H227B","Aviemore Health Centre",2011-09-30,188,187,1
"L106H","University Hospital Monklands - Type 1",2011-09-30,5742,5250,492
"L206H","Kello Hospital",2011-09-30,70,70,0
"L207H","Lady Home Hospital",2011-09-30,86,86,0
"L302H","University Hospital Hairmyres - Type 1",2011-09-30,4752,4596,156
"L308H","University Hospital Wishaw - Type 1",2011-09-30,5626,5246,380
"N101H","Aberdeen Royal Infirmary - Type 1",2011-09-30,5331,5102,229
"N121H","Royal Aberdeen Children's Hospital - Type 1",2011-09-30,1561,1541,20
"N151H","Aboyne Hospital",2011-09-30,105,105,0
"N331H","Inverurie Hospital",2011-09-30,25,25,0
"N332H","Insch War Memorial Hospital",2011-09-30,64,64,0
"N333H","Peterhead Community Hospital",2011-09-30,1124,1122,2
"N334H","Fraserburgh Hospital",2011-09-30,969,966,3
"N335H","Jubilee Hospital",2011-09-30,336,335,1
"N336H","Turriff Hospital",2011-09-30,200,200,0
"N337H","Chalmers Hospital",2011-09-30,350,350,0
"N411H","Dr Gray's Hospital - Type 1",2011-09-30,2075,1985,90
"N431H","Seafield Hospital",2011-09-30,99,99,0
"N432H","Stephen Hospital",2011-09-30,54,54,0
"N433H","Turner Memorial Hospital",2011-09-30,74,74,0
"N434H","Leanchoil Hospital",2011-09-30,35,35,0
"N451H","Fleming Hospital",2011-09-30,25,25,0
"N494H","Kincardine Community Hospital",2011-09-30,110,110,0
"R103H","Balfour Hospital - Type 3",2011-09-30,142,141,1
"S102H","Belhaven Hospital",2011-09-30,23,23,0
"S108H","Edington Cottage Hospital",2011-09-30,125,125,0
"S116H","Western General Hospital",2011-09-30,3211,3140,71
"S308H","St John's Hospital - Type 1",2011-09-30,4470,4271,199
"S314H","Royal Infirmary Of Edinburgh - Type 1",2011-09-30,9561,9253,308
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2011-09-30,3239,3213,26
"T101H","Ninewells Hospital - Type 1",2011-09-30,4241,4153,88
"T202H","Perth Royal Infirmary - Type 1",2011-09-30,2151,2108,43
"T205H","St Margaret's Hospital",2011-09-30,52,52,0
"T207H","Aberfeldy Community Hospital",2011-09-30,6,6,0
"T209H","Blairgowrie Community Hospital",2011-09-30,257,257,0
"T304H","Arbroath Infirmary",2011-09-30,1185,1184,1
"T305H","Brechin Infirmary",2011-09-30,270,270,0
"T316H","Crieff Community Hospital",2011-09-30,202,200,2
"T319H","Whitehills Health And Community Care Centre",2011-09-30,603,603,0
"T320H","Pitlochry Community Hospital",2011-09-30,191,191,0
"T357C","Links Health Centre",2011-09-30,624,624,0
"V201H","Stirling Health And Care Village",2011-09-30,1208,1206,2
"V217H","Forth Valley Royal Hospital - Type 1",2011-09-30,5010,4512,498
"W106H","St Brendan's Hospital",2011-09-30,43,40,3
"W107H","Western Isles Hospital - Type 1",2011-09-30,592,574,18
"W108H","Uist & Barra Hospital",2011-09-30,78,78,0
"Y101H","Castle Douglas Hospital",2011-09-30,46,46,0
"Y106H","Kirkcudbright Hospital",2011-09-30,47,47,0
"Y109H","Moffat Hospital",2011-09-30,10,10,0
"Y110H","Newton Stewart Hospital",2011-09-30,38,38,0
"Y144H","Galloway Community Hospital - Type 1",2011-09-30,893,867,26
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2011-09-30,2885,2709,176
"Z102H","Gilbert Bain Hospital - Type 1",2011-09-30,637,635,2
"A101H","Arran War Memorial Hospital",2011-10-31,189,185,4
"A110H","Lady Margaret Hospital",2011-10-31,51,51,0
"A111H","University Hospital Crosshouse - Type 1",2011-10-31,5580,5429,151
"A210H","University Hospital Ayr - Type 1",2011-10-31,3701,3385,316
"A216H","Girvan Community Hospital",2011-10-31,86,86,0
"B103H","Knoll Community Hospital",2011-10-31,17,17,0
"B105H","Hawick Community  Hospital",2011-10-31,123,123,0
