"hb_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S08000031",2017-12-01,"75plus","Patient and Family Related Reasons",91,3
"S08000031",2017-12-01,"75plus","Code 9 AWI",274,9
"S08000031",2017-12-01,"75plus","Code 9 Non-AWI",58,2
"S08000032",2017-12-01,"18plus","All Delay Reasons",5917,191
"S08000032",2017-12-01,"18plus","Health and Social Care Reasons",4600,148
"S08000032",2017-12-01,"18plus","Patient and Family Related Reasons",368,12
"S08000032",2017-12-01,"18plus","Code 9 AWI",603,19
"S08000032",2017-12-01,"18plus","Code 9 Non-AWI",346,11
"S08000032",2017-12-01,"18-74","All Delay Reasons",1791,58
"S08000032",2017-12-01,"18-74","Health and Social Care Reasons",1237,40
"S08000032",2017-12-01,"18-74","Patient and Family Related Reasons",19,1
"S08000032",2017-12-01,"18-74","Code 9 AWI",291,9
"S08000032",2017-12-01,"18-74","Code 9 Non-AWI",244,8
"S08000032",2017-12-01,"75plus","All Delay Reasons",4126,133
"S08000032",2017-12-01,"75plus","Health and Social Care Reasons",3363,108
"S08000032",2017-12-01,"75plus","Patient and Family Related Reasons",349,11
"S08000032",2017-12-01,"75plus","Code 9 AWI",312,10
"S08000032",2017-12-01,"75plus","Code 9 Non-AWI",102,3
"S92000003",2017-12-01,"18plus","All Delay Reasons",41898,1352
"S92000003",2017-12-01,"18plus","Health and Social Care Reasons",32073,1035
"S92000003",2017-12-01,"18plus","Patient and Family Related Reasons",1432,46
"S92000003",2017-12-01,"18plus","Code 9 AWI",5214,168
"S92000003",2017-12-01,"18plus","Code 9 Non-AWI",3179,103
"S92000003",2017-12-01,"18-74","All Delay Reasons",13246,427
"S92000003",2017-12-01,"18-74","Health and Social Care Reasons",8987,290
"S92000003",2017-12-01,"18-74","Patient and Family Related Reasons",369,12
"S92000003",2017-12-01,"18-74","Code 9 AWI",1626,52
"S92000003",2017-12-01,"18-74","Code 9 Non-AWI",2264,73
"S92000003",2017-12-01,"75plus","All Delay Reasons",28652,924
"S92000003",2017-12-01,"75plus","Health and Social Care Reasons",23086,745
"S92000003",2017-12-01,"75plus","Patient and Family Related Reasons",1063,34
"S92000003",2017-12-01,"75plus","Code 9 AWI",3588,116
"S92000003",2017-12-01,"75plus","Code 9 Non-AWI",915,30
"S08000015",2018-01-01,"18plus","All Delay Reasons",2855,92
"S08000015",2018-01-01,"18plus","Health and Social Care Reasons",2352,76
"S08000015",2018-01-01,"18plus","Patient and Family Related Reasons",0,0
"S08000015",2018-01-01,"18plus","Code 9 AWI",366,12
"S08000015",2018-01-01,"18plus","Code 9 Non-AWI",137,4
"S08000015",2018-01-01,"18-74","All Delay Reasons",646,21
"S08000015",2018-01-01,"18-74","Health and Social Care Reasons",452,15
"S08000015",2018-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000015",2018-01-01,"18-74","Code 9 AWI",91,3
"S08000015",2018-01-01,"18-74","Code 9 Non-AWI",103,3
"S08000015",2018-01-01,"75plus","All Delay Reasons",2209,71
"S08000015",2018-01-01,"75plus","Health and Social Care Reasons",1900,61
"S08000015",2018-01-01,"75plus","Patient and Family Related Reasons",0,0
"S08000015",2018-01-01,"75plus","Code 9 AWI",275,9
"S08000015",2018-01-01,"75plus","Code 9 Non-AWI",34,1
"S08000016",2018-01-01,"18plus","All Delay Reasons",1185,38
"S08000016",2018-01-01,"18plus","Health and Social Care Reasons",852,27
"S08000016",2018-01-01,"18plus","Patient and Family Related Reasons",87,3
"S08000016",2018-01-01,"18plus","Code 9 AWI",246,8
"S08000016",2018-01-01,"18plus","Code 9 Non-AWI",0,0
"S08000016",2018-01-01,"18-74","All Delay Reasons",309,10
"S08000016",2018-01-01,"18-74","Health and Social Care Reasons",177,6
"S08000016",2018-01-01,"18-74","Patient and Family Related Reasons",39,1
"S08000016",2018-01-01,"18-74","Code 9 AWI",93,3
"S08000016",2018-01-01,"18-74","Code 9 Non-AWI",0,0
"S08000016",2018-01-01,"75plus","All Delay Reasons",876,28
"S08000016",2018-01-01,"75plus","Health and Social Care Reasons",675,22
"S08000016",2018-01-01,"75plus","Patient and Family Related Reasons",48,2
"S08000016",2018-01-01,"75plus","Code 9 AWI",153,5
"S08000016",2018-01-01,"75plus","Code 9 Non-AWI",0,0
"S08000017",2018-01-01,"18plus","All Delay Reasons",1093,35
"S08000017",2018-01-01,"18plus","Health and Social Care Reasons",983,32
"S08000017",2018-01-01,"18plus","Patient and Family Related Reasons",16,1
"S08000017",2018-01-01,"18plus","Code 9 AWI",60,2
"S08000017",2018-01-01,"18plus","Code 9 Non-AWI",34,1
"S08000017",2018-01-01,"18-74","All Delay Reasons",342,11
"S08000017",2018-01-01,"18-74","Health and Social Care Reasons",342,11
"S08000017",2018-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000017",2018-01-01,"18-74","Code 9 AWI",0,0
"S08000017",2018-01-01,"18-74","Code 9 Non-AWI",0,0
"S08000017",2018-01-01,"75plus","All Delay Reasons",751,24
"S08000017",2018-01-01,"75plus","Health and Social Care Reasons",641,21
"S08000017",2018-01-01,"75plus","Patient and Family Related Reasons",16,1
"S08000017",2018-01-01,"75plus","Code 9 AWI",60,2
"S08000017",2018-01-01,"75plus","Code 9 Non-AWI",34,1
"S08000019",2018-01-01,"18plus","All Delay Reasons",2114,68
"S08000019",2018-01-01,"18plus","Health and Social Care Reasons",1041,34
"S08000019",2018-01-01,"18plus","Patient and Family Related Reasons",124,4
"S08000019",2018-01-01,"18plus","Code 9 AWI",582,19
"S08000019",2018-01-01,"18plus","Code 9 Non-AWI",367,12
"S08000019",2018-01-01,"18-74","All Delay Reasons",614,20
"S08000019",2018-01-01,"18-74","Health and Social Care Reasons",229,7
"S08000019",2018-01-01,"18-74","Patient and Family Related Reasons",31,1
"S08000019",2018-01-01,"18-74","Code 9 AWI",168,5
"S08000019",2018-01-01,"18-74","Code 9 Non-AWI",186,6
"S08000019",2018-01-01,"75plus","All Delay Reasons",1500,48
"S08000019",2018-01-01,"75plus","Health and Social Care Reasons",812,26
"S08000019",2018-01-01,"75plus","Patient and Family Related Reasons",93,3
"S08000019",2018-01-01,"75plus","Code 9 AWI",414,13
"S08000019",2018-01-01,"75plus","Code 9 Non-AWI",181,6
"S08000020",2018-01-01,"18plus","All Delay Reasons",4390,142
"S08000020",2018-01-01,"18plus","Health and Social Care Reasons",3759,121
"S08000020",2018-01-01,"18plus","Patient and Family Related Reasons",70,2
"S08000020",2018-01-01,"18plus","Code 9 AWI",414,13
"S08000020",2018-01-01,"18plus","Code 9 Non-AWI",147,5
"S08000020",2018-01-01,"18-74","All Delay Reasons",1032,33
"S08000020",2018-01-01,"18-74","Health and Social Care Reasons",825,27
"S08000020",2018-01-01,"18-74","Patient and Family Related Reasons",39,1
"S08000020",2018-01-01,"18-74","Code 9 AWI",125,4
"S08000020",2018-01-01,"18-74","Code 9 Non-AWI",43,1
"S08000020",2018-01-01,"75plus","All Delay Reasons",3358,108
"S08000020",2018-01-01,"75plus","Health and Social Care Reasons",2934,95
"S08000020",2018-01-01,"75plus","Patient and Family Related Reasons",31,1
"S08000020",2018-01-01,"75plus","Code 9 AWI",289,9
"S08000020",2018-01-01,"75plus","Code 9 Non-AWI",104,3
"S08000022",2018-01-01,"18plus","All Delay Reasons",3357,108
"S08000022",2018-01-01,"18plus","Health and Social Care Reasons",2311,75
"S08000022",2018-01-01,"18plus","Patient and Family Related Reasons",260,8
"S08000022",2018-01-01,"18plus","Code 9 AWI",433,14
"S08000022",2018-01-01,"18plus","Code 9 Non-AWI",353,11
"S08000022",2018-01-01,"18-74","All Delay Reasons",612,20
"S08000022",2018-01-01,"18-74","Health and Social Care Reasons",406,13
"S08000022",2018-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000022",2018-01-01,"18-74","Code 9 AWI",144,5
"S08000022",2018-01-01,"18-74","Code 9 Non-AWI",62,2
"S08000022",2018-01-01,"75plus","All Delay Reasons",2745,89
"S08000022",2018-01-01,"75plus","Health and Social Care Reasons",1905,61
"S08000022",2018-01-01,"75plus","Patient and Family Related Reasons",260,8
"S08000022",2018-01-01,"75plus","Code 9 AWI",289,9
"S08000022",2018-01-01,"75plus","Code 9 Non-AWI",291,9
"S08000024",2018-01-01,"18plus","All Delay Reasons",10830,349
"S08000024",2018-01-01,"18plus","Health and Social Care Reasons",9568,309
"S08000024",2018-01-01,"18plus","Patient and Family Related Reasons",153,5
"S08000024",2018-01-01,"18plus","Code 9 AWI",660,21
"S08000024",2018-01-01,"18plus","Code 9 Non-AWI",449,14
"S08000024",2018-01-01,"18-74","All Delay Reasons",3071,99
"S08000024",2018-01-01,"18-74","Health and Social Care Reasons",2399,77
"S08000024",2018-01-01,"18-74","Patient and Family Related Reasons",93,3
"S08000024",2018-01-01,"18-74","Code 9 AWI",164,5
"S08000024",2018-01-01,"18-74","Code 9 Non-AWI",415,13
"S08000024",2018-01-01,"75plus","All Delay Reasons",7759,250
"S08000024",2018-01-01,"75plus","Health and Social Care Reasons",7169,231
"S08000024",2018-01-01,"75plus","Patient and Family Related Reasons",60,2
"S08000024",2018-01-01,"75plus","Code 9 AWI",496,16
"S08000024",2018-01-01,"75plus","Code 9 Non-AWI",34,1
"S08000025",2018-01-01,"18plus","All Delay Reasons",0,0
"S08000025",2018-01-01,"18plus","Health and Social Care Reasons",0,0
"S08000025",2018-01-01,"18plus","Patient and Family Related Reasons",0,0
"S08000025",2018-01-01,"18plus","Code 9 AWI",0,0
"S08000025",2018-01-01,"18plus","Code 9 Non-AWI",0,0
"S08000025",2018-01-01,"18-74","All Delay Reasons",0,0
"S08000025",2018-01-01,"18-74","Health and Social Care Reasons",0,0
"S08000025",2018-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000025",2018-01-01,"18-74","Code 9 AWI",0,0
"S08000025",2018-01-01,"18-74","Code 9 Non-AWI",0,0
"S08000025",2018-01-01,"75plus","All Delay Reasons",0,0
"S08000025",2018-01-01,"75plus","Health and Social Care Reasons",0,0
"S08000025",2018-01-01,"75plus","Patient and Family Related Reasons",0,0
"S08000025",2018-01-01,"75plus","Code 9 AWI",0,0
"S08000025",2018-01-01,"75plus","Code 9 Non-AWI",0,0
"S08000026",2018-01-01,"18plus","All Delay Reasons",159,5
"S08000026",2018-01-01,"18plus","Health and Social Care Reasons",128,4
"S08000026",2018-01-01,"18plus","Patient and Family Related Reasons",31,1
"S08000026",2018-01-01,"18plus","Code 9 AWI",0,0
"S08000026",2018-01-01,"18plus","Code 9 Non-AWI",0,0
"S08000026",2018-01-01,"18-74","All Delay Reasons",52,2
"S08000026",2018-01-01,"18-74","Health and Social Care Reasons",21,1
"S08000026",2018-01-01,"18-74","Patient and Family Related Reasons",31,1
"S08000026",2018-01-01,"18-74","Code 9 AWI",0,0
"S08000026",2018-01-01,"18-74","Code 9 Non-AWI",0,0
"S08000026",2018-01-01,"75plus","All Delay Reasons",107,3
"S08000026",2018-01-01,"75plus","Health and Social Care Reasons",107,3
"S08000026",2018-01-01,"75plus","Patient and Family Related Reasons",0,0
"S08000026",2018-01-01,"75plus","Code 9 AWI",0,0
"S08000026",2018-01-01,"75plus","Code 9 Non-AWI",0,0
"S08000028",2018-01-01,"18plus","All Delay Reasons",471,15
"S08000028",2018-01-01,"18plus","Health and Social Care Reasons",259,8
"S08000028",2018-01-01,"18plus","Patient and Family Related Reasons",0,0
"S08000028",2018-01-01,"18plus","Code 9 AWI",31,1
"S08000028",2018-01-01,"18plus","Code 9 Non-AWI",181,6
"S08000028",2018-01-01,"18-74","All Delay Reasons",141,5
"S08000028",2018-01-01,"18-74","Health and Social Care Reasons",79,3
"S08000028",2018-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000028",2018-01-01,"18-74","Code 9 AWI",31,1
"S08000028",2018-01-01,"18-74","Code 9 Non-AWI",31,1
"S08000028",2018-01-01,"75plus","All Delay Reasons",330,11
"S08000028",2018-01-01,"75plus","Health and Social Care Reasons",180,6
"S08000028",2018-01-01,"75plus","Patient and Family Related Reasons",0,0
"S08000028",2018-01-01,"75plus","Code 9 AWI",0,0
"S08000028",2018-01-01,"75plus","Code 9 Non-AWI",150,5
"S08000029",2018-01-01,"18plus","All Delay Reasons",1949,63
"S08000029",2018-01-01,"18plus","Health and Social Care Reasons",1102,36
"S08000029",2018-01-01,"18plus","Patient and Family Related Reasons",0,0
"S08000029",2018-01-01,"18plus","Code 9 AWI",669,22
"S08000029",2018-01-01,"18plus","Code 9 Non-AWI",178,6
"S08000029",2018-01-01,"18-74","All Delay Reasons",716,23
"S08000029",2018-01-01,"18-74","Health and Social Care Reasons",247,8
"S08000029",2018-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000029",2018-01-01,"18-74","Code 9 AWI",322,10
"S08000029",2018-01-01,"18-74","Code 9 Non-AWI",147,5
"S08000029",2018-01-01,"75plus","All Delay Reasons",1233,40
"S08000029",2018-01-01,"75plus","Health and Social Care Reasons",855,28
"S08000029",2018-01-01,"75plus","Patient and Family Related Reasons",0,0
"S08000029",2018-01-01,"75plus","Code 9 AWI",347,11
"S08000029",2018-01-01,"75plus","Code 9 Non-AWI",31,1
"S08000030",2018-01-01,"18plus","All Delay Reasons",2455,79
"S08000030",2018-01-01,"18plus","Health and Social Care Reasons",1667,54
"S08000030",2018-01-01,"18plus","Patient and Family Related Reasons",96,3
"S08000030",2018-01-01,"18plus","Code 9 AWI",191,6
"S08000030",2018-01-01,"18plus","Code 9 Non-AWI",501,16
"S08000030",2018-01-01,"18-74","All Delay Reasons",1166,38
"S08000030",2018-01-01,"18-74","Health and Social Care Reasons",598,19
"S08000030",2018-01-01,"18-74","Patient and Family Related Reasons",36,1
"S08000030",2018-01-01,"18-74","Code 9 AWI",31,1
"S08000030",2018-01-01,"18-74","Code 9 Non-AWI",501,16
"S08000030",2018-01-01,"75plus","All Delay Reasons",1289,42
"S08000030",2018-01-01,"75plus","Health and Social Care Reasons",1069,34
"S08000030",2018-01-01,"75plus","Patient and Family Related Reasons",60,2
"S08000030",2018-01-01,"75plus","Code 9 AWI",160,5
"S08000030",2018-01-01,"75plus","Code 9 Non-AWI",0,0
"S08000031",2018-01-01,"18plus","All Delay Reasons",4320,139
"S08000031",2018-01-01,"18plus","Health and Social Care Reasons",3005,97
"S08000031",2018-01-01,"18plus","Patient and Family Related Reasons",144,5
"S08000031",2018-01-01,"18plus","Code 9 AWI",588,19
"S08000031",2018-01-01,"18plus","Code 9 Non-AWI",583,19
"S08000031",2018-01-01,"18-74","All Delay Reasons",2355,76
"S08000031",2018-01-01,"18-74","Health and Social Care Reasons",1355,44
"S08000031",2018-01-01,"18-74","Patient and Family Related Reasons",92,3
"S08000031",2018-01-01,"18-74","Code 9 AWI",328,11
"S08000031",2018-01-01,"18-74","Code 9 Non-AWI",580,19
"S08000031",2018-01-01,"75plus","All Delay Reasons",1965,63
"S08000031",2018-01-01,"75plus","Health and Social Care Reasons",1650,53
"S08000031",2018-01-01,"75plus","Patient and Family Related Reasons",52,2
"S08000031",2018-01-01,"75plus","Code 9 AWI",260,8
"S08000031",2018-01-01,"75plus","Code 9 Non-AWI",3,0
"S08000032",2018-01-01,"18plus","All Delay Reasons",4974,160
"S08000032",2018-01-01,"18plus","Health and Social Care Reasons",4074,131
"S08000032",2018-01-01,"18plus","Patient and Family Related Reasons",94,3
"S08000032",2018-01-01,"18plus","Code 9 AWI",523,17
"S08000032",2018-01-01,"18plus","Code 9 Non-AWI",283,9
"S08000032",2018-01-01,"18-74","All Delay Reasons",1486,48
"S08000032",2018-01-01,"18-74","Health and Social Care Reasons",1026,33
"S08000032",2018-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000032",2018-01-01,"18-74","Code 9 AWI",279,9
"S08000032",2018-01-01,"18-74","Code 9 Non-AWI",181,6
"S08000032",2018-01-01,"75plus","All Delay Reasons",3488,113
"S08000032",2018-01-01,"75plus","Health and Social Care Reasons",3048,98
"S08000032",2018-01-01,"75plus","Patient and Family Related Reasons",94,3
"S08000032",2018-01-01,"75plus","Code 9 AWI",244,8
"S08000032",2018-01-01,"75plus","Code 9 Non-AWI",102,3
"S92000003",2018-01-01,"18plus","All Delay Reasons",40152,1295
"S92000003",2018-01-01,"18plus","Health and Social Care Reasons",31101,1003
"S92000003",2018-01-01,"18plus","Patient and Family Related Reasons",1075,35
"S92000003",2018-01-01,"18plus","Code 9 AWI",4763,154
"S92000003",2018-01-01,"18plus","Code 9 Non-AWI",3213,104
"S92000003",2018-01-01,"18-74","All Delay Reasons",12542,405
"S92000003",2018-01-01,"18-74","Health and Social Care Reasons",8156,263
"S92000003",2018-01-01,"18-74","Patient and Family Related Reasons",361,12
"S92000003",2018-01-01,"18-74","Code 9 AWI",1776,57
"S92000003",2018-01-01,"18-74","Code 9 Non-AWI",2249,73
"S92000003",2018-01-01,"75plus","All Delay Reasons",27610,891
"S92000003",2018-01-01,"75plus","Health and Social Care Reasons",22945,740
"S92000003",2018-01-01,"75plus","Patient and Family Related Reasons",714,23
"S92000003",2018-01-01,"75plus","Code 9 AWI",2987,96
"S92000003",2018-01-01,"75plus","Code 9 Non-AWI",964,31
"S08000015",2018-02-01,"18plus","All Delay Reasons",2932,105
"S08000015",2018-02-01,"18plus","Health and Social Care Reasons",2304,82
"S08000015",2018-02-01,"18plus","Patient and Family Related Reasons",2,0
"S08000015",2018-02-01,"18plus","Code 9 AWI",458,16
"S08000015",2018-02-01,"18plus","Code 9 Non-AWI",168,6
"S08000015",2018-02-01,"18-74","All Delay Reasons",532,19
"S08000015",2018-02-01,"18-74","Health and Social Care Reasons",375,13
"S08000015",2018-02-01,"18-74","Patient and Family Related Reasons",0,0
"S08000015",2018-02-01,"18-74","Code 9 AWI",115,4
"S08000015",2018-02-01,"18-74","Code 9 Non-AWI",42,2
"S08000015",2018-02-01,"75plus","All Delay Reasons",2400,86
"S08000015",2018-02-01,"75plus","Health and Social Care Reasons",1929,69
"S08000015",2018-02-01,"75plus","Patient and Family Related Reasons",2,0
"S08000015",2018-02-01,"75plus","Code 9 AWI",343,12
"S08000015",2018-02-01,"75plus","Code 9 Non-AWI",126,5
"S08000016",2018-02-01,"18plus","All Delay Reasons",854,31
"S08000016",2018-02-01,"18plus","Health and Social Care Reasons",549,20
"S08000016",2018-02-01,"18plus","Patient and Family Related Reasons",90,3
"S08000016",2018-02-01,"18plus","Code 9 AWI",215,8
"S08000016",2018-02-01,"18plus","Code 9 Non-AWI",0,0
"S08000016",2018-02-01,"18-74","All Delay Reasons",297,11
"S08000016",2018-02-01,"18-74","Health and Social Care Reasons",185,7
"S08000016",2018-02-01,"18-74","Patient and Family Related Reasons",28,1
"S08000016",2018-02-01,"18-74","Code 9 AWI",84,3
"S08000016",2018-02-01,"18-74","Code 9 Non-AWI",0,0
"S08000016",2018-02-01,"75plus","All Delay Reasons",557,20
"S08000016",2018-02-01,"75plus","Health and Social Care Reasons",364,13
"S08000016",2018-02-01,"75plus","Patient and Family Related Reasons",62,2
"S08000016",2018-02-01,"75plus","Code 9 AWI",131,5
"S08000016",2018-02-01,"75plus","Code 9 Non-AWI",0,0
"S08000017",2018-02-01,"18plus","All Delay Reasons",871,31
"S08000017",2018-02-01,"18plus","Health and Social Care Reasons",757,27
"S08000017",2018-02-01,"18plus","Patient and Family Related Reasons",53,2
"S08000017",2018-02-01,"18plus","Code 9 AWI",60,2
"S08000017",2018-02-01,"18plus","Code 9 Non-AWI",1,0
"S08000017",2018-02-01,"18-74","All Delay Reasons",297,11
"S08000017",2018-02-01,"18-74","Health and Social Care Reasons",272,10
"S08000017",2018-02-01,"18-74","Patient and Family Related Reasons",19,1
"S08000017",2018-02-01,"18-74","Code 9 AWI",6,0
"S08000017",2018-02-01,"18-74","Code 9 Non-AWI",0,0
"S08000017",2018-02-01,"75plus","All Delay Reasons",574,21
"S08000017",2018-02-01,"75plus","Health and Social Care Reasons",485,17
"S08000017",2018-02-01,"75plus","Patient and Family Related Reasons",34,1
"S08000017",2018-02-01,"75plus","Code 9 AWI",54,2
"S08000017",2018-02-01,"75plus","Code 9 Non-AWI",1,0
"S08000019",2018-02-01,"18plus","All Delay Reasons",2102,75
"S08000019",2018-02-01,"18plus","Health and Social Care Reasons",1196,43
"S08000019",2018-02-01,"18plus","Patient and Family Related Reasons",62,2
"S08000019",2018-02-01,"18plus","Code 9 AWI",610,22
"S08000019",2018-02-01,"18plus","Code 9 Non-AWI",234,8
