"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks","total_waits"
"W11000024","Powys Teaching LHB",2021-07-01,"Waiting for diagnostic or AHP test, intervention or result",106,12,3271
"W11000025","Hywel Dda LHB",2021-07-01,"Waiting for diagnostic or AHP test, intervention or result",204,62,269
"W11000028","Aneurin Bevan LHB",2021-07-01,"Waiting for diagnostic or AHP test, intervention or result",2672,516,11898
"W11000031","Swansea Bay University Health Board",2021-07-01,"Waiting for diagnostic or AHP test, intervention or result",2972,792,10505
"W11000029","Cardiff and Vale University LHB",2021-07-01,"Waiting for diagnostic or AHP test, intervention or result",831,43,11374
"W11000030","Cwm Taf Morgannwg University Health Board",2021-07-01,"Waiting for diagnostic or AHP test, intervention or result",7458,2301,14339
"W11000023","Betsi Cadwaladr University LHB",2021-08-01,"Waiting for diagnostic or AHP test, intervention or result",6062,1601,28215
"W11000024","Powys Teaching LHB",2021-08-01,"Waiting for diagnostic or AHP test, intervention or result",114,14,3527
"W11000028","Aneurin Bevan LHB",2021-08-01,"Waiting for diagnostic or AHP test, intervention or result",2625,483,11813
"W11000031","Swansea Bay University Health Board",2021-08-01,"Waiting for diagnostic or AHP test, intervention or result",3378,1129,11112
"W11000029","Cardiff and Vale University LHB",2021-08-01,"Waiting for diagnostic or AHP test, intervention or result",888,51,11235
"W11000030","Cwm Taf Morgannwg University Health Board",2021-08-01,"Waiting for diagnostic or AHP test, intervention or result",7845,2631,14778
"W11000025","Hywel Dda LHB",2021-08-01,"Waiting for diagnostic or AHP test, intervention or result",158,49,241
"W11000023","Betsi Cadwaladr University LHB",2021-09-01,"Waiting for diagnostic or AHP test, intervention or result",6816,1625,29192
"W11000024","Powys Teaching LHB",2021-09-01,"Waiting for diagnostic or AHP test, intervention or result",133,19,3388
"W11000028","Aneurin Bevan LHB",2021-09-01,"Waiting for diagnostic or AHP test, intervention or result",2703,585,11760
"W11000031","Swansea Bay University Health Board",2021-09-01,"Waiting for diagnostic or AHP test, intervention or result",3658,1131,11823
"W11000025","Hywel Dda LHB",2021-09-01,"Waiting for diagnostic or AHP test, intervention or result",170,61,244
"W11000029","Cardiff and Vale University LHB",2021-09-01,"Waiting for diagnostic or AHP test, intervention or result",1093,59,11123
"W11000030","Cwm Taf Morgannwg University Health Board",2021-09-01,"Waiting for diagnostic or AHP test, intervention or result",8355,2860,14988
"W11000023","Betsi Cadwaladr University LHB",2021-10-01,"Waiting for diagnostic or AHP test, intervention or result",7614,1695,30101
"W11000024","Powys Teaching LHB",2021-10-01,"Waiting for diagnostic or AHP test, intervention or result",134,16,3230
"W11000028","Aneurin Bevan LHB",2021-10-01,"Waiting for diagnostic or AHP test, intervention or result",3020,771,12008
"W11000031","Swansea Bay University Health Board",2021-10-01,"Waiting for diagnostic or AHP test, intervention or result",3890,1240,12660
"W11000029","Cardiff and Vale University LHB",2021-10-01,"Waiting for diagnostic or AHP test, intervention or result",1372,68,11988
"W11000030","Cwm Taf Morgannwg University Health Board",2021-10-01,"Waiting for diagnostic or AHP test, intervention or result",8758,3072,15660
"W11000025","Hywel Dda LHB",2021-10-01,"Waiting for diagnostic or AHP test, intervention or result",198,77,270
"W11000023","Betsi Cadwaladr University LHB",2021-11-01,"Waiting for diagnostic or AHP test, intervention or result",8228,1750,30290
"W11000024","Powys Teaching LHB",2021-11-01,"Waiting for diagnostic or AHP test, intervention or result",121,5,2856
"W11000028","Aneurin Bevan LHB",2021-11-01,"Waiting for diagnostic or AHP test, intervention or result",3254,856,12168
"W11000031","Swansea Bay University Health Board",2021-11-01,"Waiting for diagnostic or AHP test, intervention or result",4173,1340,13437
"W11000025","Hywel Dda LHB",2021-11-01,"Waiting for diagnostic or AHP test, intervention or result",210,72,304
"W11000029","Cardiff and Vale University LHB",2021-11-01,"Waiting for diagnostic or AHP test, intervention or result",1500,64,12089
"W11000030","Cwm Taf Morgannwg University Health Board",2021-11-01,"Waiting for diagnostic or AHP test, intervention or result",8971,3134,15765
"W11000023","Betsi Cadwaladr University LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",9294,1880,30938
"W11000024","Powys Teaching LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",132,1,2626
"W11000028","Aneurin Bevan LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",3535,951,12334
"W11000031","Swansea Bay University Health Board",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",4496,1395,13583
"W11000029","Cardiff and Vale University LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",1474,78,11890
"W11000030","Cwm Taf Morgannwg University Health Board",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",9436,3450,16012
"W11000025","Hywel Dda LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",237,73,338
"W11000023","Betsi Cadwaladr University LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",10136,1983,31250
"W11000024","Powys Teaching LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",122,1,2456
"W11000028","Aneurin Bevan LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",3584,942,12473
"W11000031","Swansea Bay University Health Board",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",4564,1431,13739
"W11000025","Hywel Dda LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",242,63,328
"W11000029","Cardiff and Vale University LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",1202,72,12026
"W11000030","Cwm Taf Morgannwg University Health Board",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",9867,3683,16569
"W11000023","Betsi Cadwaladr University LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",10669,2009,32673
"W11000024","Powys Teaching LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",96,2,2527
"W11000028","Aneurin Bevan LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",3365,933,12826
"W11000031","Swansea Bay University Health Board",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",4686,1485,13379
"W11000029","Cardiff and Vale University LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",983,66,12333
"W11000030","Cwm Taf Morgannwg University Health Board",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",10062,3859,17250
"W11000025","Hywel Dda LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",253,66,330
"W11000023","Betsi Cadwaladr University LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",11277,2039,34684
"W11000024","Powys Teaching LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",96,NA,2885
"W11000028","Aneurin Bevan LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",3223,913,13794
"W11000031","Swansea Bay University Health Board",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",4657,1464,13296
"W11000025","Hywel Dda LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",168,58,237
"W11000029","Cardiff and Vale University LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",1547,64,13425
"W11000030","Cwm Taf Morgannwg University Health Board",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",10209,4013,17223
"W11000023","Betsi Cadwaladr University LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",11505,2226,35037
"W11000024","Powys Teaching LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",102,NA,3075
"W11000028","Aneurin Bevan LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",3116,935,13776
"W11000031","Swansea Bay University Health Board",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",4466,1425,13144
"W11000029","Cardiff and Vale University LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",1502,84,13406
"W11000030","Cwm Taf Morgannwg University Health Board",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",10378,4196,16707
"W11000025","Hywel Dda LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",202,80,276
"W11000023","Betsi Cadwaladr University LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",11374,2318,36216
"W11000024","Powys Teaching LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",131,NA,3190
"W11000028","Aneurin Bevan LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",2943,923,14101
"W11000030","Cwm Taf Morgannwg University Health Board",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",10283,4398,16852
"W11000031","Swansea Bay University Health Board",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",4275,1412,13077
"W11000025","Hywel Dda LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",202,88,288
"W11000029","Cardiff and Vale University LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",833,62,13061
"W11000023","Betsi Cadwaladr University LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",11613,2258,37170
"W11000024","Powys Teaching LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",154,NA,3238
"W11000028","Aneurin Bevan LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",3108,990,14517
"W11000030","Cwm Taf Morgannwg University Health Board",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",10696,4701,16959
"W11000031","Swansea Bay University Health Board",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",4159,1354,12942
"W11000029","Cardiff and Vale University LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",774,56,13226
"W11000025","Hywel Dda LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",212,91,280
"W11000023","Betsi Cadwaladr University LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",11778,2490,37627
"W11000024","Powys Teaching LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",181,1,3470
"W11000028","Aneurin Bevan LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",3235,992,14503
"W11000030","Cwm Taf Morgannwg University Health Board",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",10647,4793,16511
"W11000031","Swansea Bay University Health Board",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",3916,1043,12749
"W11000025","Hywel Dda LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",228,96,312
"W11000029","Cardiff and Vale University LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",807,62,13764
"W11000023","Betsi Cadwaladr University LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",11560,2554,37048
"W11000024","Powys Teaching LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",178,NA,3594
"W11000025","Hywel Dda LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",251,102,339
"W11000028","Aneurin Bevan LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",3176,955,14353
"W11000029","Cardiff and Vale University LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",810,55,13253
"W11000030","Cwm Taf Morgannwg University Health Board",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",10653,5006,16491
"W11000031","Swansea Bay University Health Board",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",3591,856,12233
"W11000023","Betsi Cadwaladr University LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",11600,2880,36646
"W11000024","Powys Teaching LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",213,NA,3804
"W11000028","Aneurin Bevan LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",3216,982,15031
"W11000030","Cwm Taf Morgannwg University Health Board",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",10853,5184,16567
"W11000031","Swansea Bay University Health Board",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",3680,954,12663
"W11000029","Cardiff and Vale University LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",778,52,13132
"W11000025","Hywel Dda LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",247,83,313
"W11000023","Betsi Cadwaladr University LHB",2022-10-01,"Waiting for diagnostic or AHP test, intervention or result",11065,3164,36019
"W11000024","Powys Teaching LHB",2022-10-01,"Waiting for diagnostic or AHP test, intervention or result",217,2,3773
"W11000028","Aneurin Bevan LHB",2022-10-01,"Waiting for diagnostic or AHP test, intervention or result",3384,1113,15848
"W11000031","Swansea Bay University Health Board",2022-10-01,"Waiting for diagnostic or AHP test, intervention or result",4065,1313,13570
"W11000029","Cardiff and Vale University LHB",2022-10-01,"Waiting for diagnostic or AHP test, intervention or result",821,57,12459
"W11000030","Cwm Taf Morgannwg University Health Board",2022-10-01,"Waiting for diagnostic or AHP test, intervention or result",10558,5184,16494
"W11000025","Hywel Dda LHB",2022-10-01,"Waiting for diagnostic or AHP test, intervention or result",241,75,291
"W11000023","Betsi Cadwaladr University LHB",2022-11-01,"Waiting for diagnostic or AHP test, intervention or result",10522,3116,35560
"W11000024","Powys Teaching LHB",2022-11-01,"Waiting for diagnostic or AHP test, intervention or result",242,3,3722
"W11000028","Aneurin Bevan LHB",2022-11-01,"Waiting for diagnostic or AHP test, intervention or result",3738,1179,15829
"W11000030","Cwm Taf Morgannwg University Health Board",2022-11-01,"Waiting for diagnostic or AHP test, intervention or result",10269,5132,15916
"W11000031","Swansea Bay University Health Board",2022-11-01,"Waiting for diagnostic or AHP test, intervention or result",3788,1497,12813
