"trust18_code","date","hospital","programme_of_care","specialty","total_available_beds","average_available_beds","total_occupied_beds","average_occupied_beds","total_inpatients","total_day_case","elective_inpatient","non_elective_inpatient","regular_attenders"
"SHSCT",2018-12-31,"Daisy Hill","Acute Services","General Practice Other",0,0,0,0,0,303,0,0,0
"SHSCT",2018-12-31,"Daisy Hill","Acute Services","General Surgery",2373,26,1944,21,646,917,93,553,0
"SHSCT",2018-12-31,"Daisy Hill","Acute Services","Gynaecology",354,4,223,2,140,151,65,75,0
"SHSCT",2018-12-31,"Daisy Hill","Acute Services","Haematology Clinical",0,0,0,0,0,43,0,0,0
"SHSCT",2018-12-31,"Daisy Hill","Acute Services","Nephrology",344,4,344,4,53,2825,3,50,2774
"SHSCT",2018-12-31,"Daisy Hill","Acute Services","Paediatrics",1584,17,1098,12,679,11,15,664,0
"SHSCT",2018-12-31,"Daisy Hill","Acute Services","Thoracic Medicine",0,0,0,0,0,24,0,0,0
"SHSCT",2018-12-31,"Daisy Hill","Elderly Care","Geriatric Medicine",2147,23,2017,22,145,0,0,0,0
"SHSCT",2018-12-31,"Daisy Hill","Maternity & Child Health","Obstetrics",2003,22,1040,11,484,0,0,0,0
"SHSCT",2018-12-31,"Daisy Hill","Maternity & Child Health","Well Babies Paed",1966,21,701,8,398,0,0,0,0
"SHSCT",2018-12-31,"Lurgan","Elderly Care","Geriatric Medicine",4876,53,4414,48,252,0,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Ear Nose Throat",0,0,0,0,0,51,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Gastroenterology",0,0,0,0,0,478,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","General Practice Other",0,0,0,0,0,11,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","General Surgery",0,0,0,0,0,508,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Gynaecology",0,0,0,0,0,16,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Ophthalmology",0,0,0,0,0,195,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Pain Management",0,0,0,0,0,220,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Rheumatology",0,0,0,0,0,49,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,0,52,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Acute Services","Urology",0,0,0,0,0,31,0,0,0
"SHSCT",2018-12-31,"South Tyrone","Elderly Care","Geriatric Medicine",3313,36,3192,35,115,0,0,0,0
"SHSCT",2018-12-31,"St Lukes","Elderly Care","Old Age Psychiatry",2208,24,1508,16,14,0,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Anaesthetics",957,10,672,7,35,0,1,34,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Cardiology",2438,27,1538,17,530,220,92,438,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Clinical Oncology",1224,13,1217,13,120,1081,58,62,925
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Dermatology",11,0,11,0,1,0,0,1,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Ear Nose Throat",534,6,508,6,343,132,241,102,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","General Medicine",11068,120,9545,104,1518,2205,121,1397,1
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","General Practice Other",1,0,1,0,1,163,1,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","General Surgery",5658,62,5232,57,996,284,312,684,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Gynaecology",690,8,485,5,282,108,191,91,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Haematology Clinical",672,7,669,7,74,1139,15,59,512
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Nephrology",221,2,207,2,53,2206,22,31,2204
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Neurology",0,0,0,0,0,101,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Ophthalmology",83,1,54,1,23,771,9,14,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Oral Surgery",294,3,227,3,91,394,57,34,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Paediatrics",4195,46,2175,24,914,85,87,827,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Pain Management",0,0,0,0,0,34,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Radiology",0,0,0,0,0,25,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Trauma & Orthopaedics Surgery",4784,52,4143,45,661,123,290,371,0
"WHSCT",2018-12-31,"Altnagelvin Area","Acute Services","Urology",1196,13,959,10,408,351,296,112,0
"WHSCT",2018-12-31,"Altnagelvin Area","Elderly Care","Geriatric Medicine",4434,48,4349,47,307,0,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Learning Disability","Learning Disability",0,0,0,0,0,0,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Maternity & Child Health","Obstetrics",3524,38,1688,18,706,0,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Maternity & Child Health","Well Babies Paed",936,10,936,10,590,0,0,0,0
"WHSCT",2018-12-31,"Altnagelvin Area","Mental Health","Mental Illness",0,0,0,0,0,26,0,0,0
"WHSCT",2018-12-31,"Gransha","Mental Health","Mental Illness",2760,30,2017,22,214,0,0,0,0
"WHSCT",2018-12-31,"Lakeview","Learning Disability","Learning Disability",920,10,680,7,9,0,0,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Cardiology",368,4,66,1,975,25,25,950,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Clinical Oncology",0,0,0,0,0,21,0,0,21
"WHSCT",2018-12-31,"Omagh","Acute Services","Ear Nose Throat",0,0,0,0,0,37,0,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","General Medicine",0,0,0,0,0,238,0,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","General Surgery",0,0,0,0,0,634,0,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Gynaecology",0,0,0,0,0,77,0,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Haematology Clinical",0,0,0,0,0,236,0,0,236
"WHSCT",2018-12-31,"Omagh","Acute Services","Nephrology",0,0,0,0,0,1822,0,0,1822
"WHSCT",2018-12-31,"Omagh","Acute Services","Ophthalmology",0,0,0,0,0,89,0,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Oral Surgery",0,0,0,0,0,14,0,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Pain Management",92,1,92,1,1,37,1,0,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Palliative Medicine",584,6,543,6,24,0,15,9,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Rehabilitation",2678,29,2365,26,88,0,0,88,0
"WHSCT",2018-12-31,"Omagh","Acute Services","Urology",0,0,0,0,0,277,0,0,0
"WHSCT",2018-12-31,"Omagh","Mental Health","Mental Illness",0,0,0,0,0,15,0,0,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","Anaesthetics",549,6,425,5,41,0,0,41,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","Cardiology",779,9,702,8,173,16,4,169,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","General Medicine",8291,90,8169,89,1028,588,18,1010,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","General Practice Other",0,0,0,0,0,68,0,0,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","General Surgery",2620,29,2425,26,596,119,143,453,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","Gynaecology",526,6,387,4,187,194,97,90,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","Ophthalmology",0,0,0,0,0,98,0,0,0
"WHSCT",2018-12-31,"South West Acute","Acute Services","Paediatrics",1772,19,988,11,532,0,11,521,0
"WHSCT",2018-12-31,"South West Acute","Elderly Care","Geriatric Medicine",4286,47,4009,44,279,0,0,0,0
"WHSCT",2018-12-31,"South West Acute","Maternity & Child Health","Obstetrics",1476,16,804,9,378,0,0,0,0
"WHSCT",2018-12-31,"South West Acute","Maternity & Child Health","Well Babies Paed",475,5,475,5,283,0,0,0,0
"WHSCT",2018-12-31,"Tyrone and Fermanagh","Elderly Care","Old Age Psychiatry",1656,18,1181,13,28,0,0,0,0
"WHSCT",2018-12-31,"Tyrone and Fermanagh","Mental Health","Mental Illness",4232,46,2712,30,144,0,0,0,0
"WHSCT",2018-12-31,"Waterside","Elderly Care","Geriatric Medicine",4367,48,4273,46,143,0,0,0,0
"WHSCT",2018-12-31,"Waterside","Elderly Care","Old Age Psychiatry",1656,18,1297,14,23,0,0,0,0
"BHSCT",2019-03-31,"Beechcroft","Mental Health","Child & Adolescent Psychiatry",2790,31,1956,22,29,0,0,0,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Cardiology",2481,28,1060,12,252,129,126,126,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Clinical Oncology",81,1,81,1,20,0,1,19,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Dermatology",127,1,127,1,13,0,7,6,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Gastroenterology",1506,17,1429,16,119,1091,48,71,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","General Medicine",20,0,20,0,1,2,0,1,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","General Surgery",4167,46,3287,37,395,622,343,52,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Gynaecology",1457,16,967,11,304,559,241,63,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Haematology Clinical",3825,43,3682,41,240,1593,53,187,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Medical Oncology",105,1,105,1,24,0,0,24,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Nephrology",4702,52,2086,23,208,5899,142,66,5760
"BHSCT",2019-03-31,"Belfast City","Acute Services","Pain Management",0,0,0,0,0,290,0,0,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Plastic Surgery",0,0,0,0,5,0,5,0,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Radiology",0,0,0,0,3,20,3,0,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Thoracic Medicine",4140,46,3518,39,399,89,66,333,0
"BHSCT",2019-03-31,"Belfast City","Acute Services","Urology",2849,32,2058,23,577,1813,347,230,0
"BHSCT",2019-03-31,"Belfast City","Elderly Care","Geriatric Medicine",7736,86,7476,83,616,0,0,0,0
"BHSCT",2019-03-31,"Knockbracken","Elderly Care","Old Age Psychiatry",1800,20,757,8,6,0,0,0,0
"BHSCT",2019-03-31,"Knockbracken","Mental Health","Forensic Psychiatry",3060,34,2999,33,2,0,0,0,0
"BHSCT",2019-03-31,"Knockbracken","Mental Health","Mental Illness",5580,62,5081,57,74,0,0,0,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","Accident & Emergency",898,10,478,5,323,0,0,323,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","Cardiology",1646,18,1316,15,237,13,1,236,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","Endocrinology",539,6,539,6,57,0,0,57,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","Gastroenterology",1708,19,1708,19,225,329,23,202,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","General Medicine",4813,54,2832,32,295,5,2,293,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","General Surgery",1566,17,1371,15,157,353,126,31,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","Oral Surgery",0,0,0,0,0,34,0,0,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","Thoracic Medicine",3295,37,3295,37,432,29,11,421,0
"BHSCT",2019-03-31,"Mater Infirmorum","Acute Services","Urology",0,0,0,0,0,38,0,0,0
"BHSCT",2019-03-31,"Mater Infirmorum","Elderly Care","Geriatric Medicine",2160,24,2101,23,197,0,0,0,0
"BHSCT",2019-03-31,"Mater Infirmorum","Elderly Care","Old Age Psychiatry",1304,15,1304,15,6,0,0,0,0
"BHSCT",2019-03-31,"Mater Infirmorum","Mental Health","Mental Illness",3787,42,3666,41,77,12,0,0,0
"BHSCT",2019-03-31,"Muckamore Abbey","Learning Disability","Learning Disability",6696,74,6854,76,11,0,0,0,0
"BHSCT",2019-03-31,"Musgrave Park","Acute Services","Neurology",2070,23,1794,20,98,0,92,6,0
"BHSCT",2019-03-31,"Musgrave Park","Acute Services","Paediatric Neurology",0,0,0,0,0,57,0,0,0
"BHSCT",2019-03-31,"Musgrave Park","Acute Services","Rehabilitation",4181,47,3381,38,80,202,27,53,0
"BHSCT",2019-03-31,"Musgrave Park","Acute Services","Rheumatology",1434,16,1113,12,178,44,152,26,0
"BHSCT",2019-03-31,"Musgrave Park","Acute Services","Trauma & Orthopaedics Surgery",10672,119,5698,63,1374,765,1270,104,0
"BHSCT",2019-03-31,"Musgrave Park","Elderly Care","Geriatric Medicine",4322,48,4105,46,85,0,0,0,0
"BHSCT",2019-03-31,"NI Cancer Centre","Acute Services","Clinical Oncology",2822,31,2822,31,365,1289,165,200,1126
"BHSCT",2019-03-31,"NI Cancer Centre","Acute Services","Haematology Clinical",885,10,885,10,236,11,28,208,0
"BHSCT",2019-03-31,"NI Cancer Centre","Acute Services","Medical Oncology",1890,21,1725,19,324,2183,67,257,1918
"BHSCT",2019-03-31,"NI Cancer Centre","Learning Disability","Learning Disability",0,0,0,0,0,0,0,0,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Anaesthetics",1123,13,860,10,37,0,4,33,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Cardiology",633,7,633,7,65,20,17,48,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Dermatology",0,0,0,0,0,2,0,0,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Ear Nose Throat",83,1,83,1,53,56,25,28,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Haematology Clinical",301,3,301,3,54,277,48,6,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Medical Oncology",265,3,265,3,46,112,44,2,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Nephrology",158,2,158,2,21,160,15,6,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Neurosurgery",198,2,198,2,34,2,8,26,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Ophthalmology",16,0,16,0,10,6,3,7,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Paediatric Dentistry",9,0,9,0,7,89,7,0,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Paediatric Neurology",282,3,282,3,53,6,20,33,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Paediatric Surgery",783,9,783,9,216,185,72,144,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Paediatrics",4060,45,3087,34,1082,126,75,1007,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Plastic Surgery",83,1,83,1,21,84,14,7,0
"BHSCT",2019-03-31,"RBHSC","Acute Services","Trauma & Orthopaedics Surgery",425,5,425,5,138,36,77,61,0
"BHSCT",2019-03-31,"Royal Maternity","Acute Services","Paediatrics",2430,27,1833,20,82,0,0,82,0
"BHSCT",2019-03-31,"Royal Maternity","Maternity & Child Health","Obstetrics",4230,47,3794,42,1471,58,0,0,0
"BHSCT",2019-03-31,"Royal Maternity","Maternity & Child Health","Well Babies Paed",3060,34,1528,17,891,0,0,0,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Accident & Emergency",1195,13,1129,13,696,102,0,696,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Anaesthetics",2512,28,2217,25,83,5,6,77,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Cardiac Surgery",3351,37,2246,25,194,0,160,34,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Cardiology",5083,57,4149,46,1460,451,440,1020,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Dermatology",0,0,0,0,0,45,0,0,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Ear Nose Throat",2641,29,2201,25,346,501,175,171,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Endocrinology",1713,19,1696,19,192,48,27,165,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Gastroenterology",3322,37,3180,35,525,2322,98,427,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","General Medicine",9922,110,7736,86,940,457,22,918,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","General Surgery",7459,83,6850,76,1218,392,196,1022,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Genito-Urinary Medicine",32,0,32,0,4,0,0,4,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Gynaecology",0,0,0,0,2,0,0,2,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Infectious Diseases",310,3,287,3,15,1,3,12,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Neurology",1576,18,1516,17,139,256,80,59,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Neurosurgery",3284,37,2700,30,285,62,147,138,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Ophthalmology",776,9,395,4,185,1946,125,60,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Oral Surgery",0,0,0,0,1,14,1,0,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Plastic Surgery",449,5,405,5,42,63,17,25,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Radiology",0,0,0,0,4,39,4,0,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Restorative Dentistry",0,0,0,0,0,4,0,0,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Thoracic Medicine",5355,60,4732,53,632,5,10,622,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Thoracic Surgery",1522,17,1303,15,214,64,165,49,0
"BHSCT",2019-03-31,"Royal Victoria","Acute Services","Trauma & Orthopaedics Surgery",9156,102,8983,100,702,97,71,631,0
"BHSCT",2019-03-31,"Royal Victoria","Elderly Care","Geriatric Medicine",2736,30,2736,30,612,0,0,0,0
"BHSCT",2019-03-31,"School of Dentistry","Acute Services","Oral Surgery",0,0,0,0,0,61,0,0,0
"BHSCT",2019-03-31,"School of Dentistry","Acute Services","Restorative Dentistry",0,0,0,0,0,66,0,0,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Accident & Emergency",475,5,252,3,624,0,0,624,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Cardiology",3553,40,3400,38,495,43,9,486,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Clinical Oncology",1,0,1,0,0,629,0,0,558
"NHSCT",2019-03-31,"Antrim","Acute Services","Dermatology",2,0,2,0,1,86,0,1,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Ear Nose Throat",436,5,436,5,261,132,120,141,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Endocrinology",0,0,0,0,5,0,0,5,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Gastroenterology",3649,41,3581,40,443,642,34,409,0
"NHSCT",2019-03-31,"Antrim","Acute Services","General Medicine",10585,118,8834,98,1288,57,23,1265,1
"NHSCT",2019-03-31,"Antrim","Acute Services","General Practice Other",0,0,0,0,4,142,4,0,0
"NHSCT",2019-03-31,"Antrim","Acute Services","General Surgery",6432,72,5587,62,1238,389,223,1015,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Geriatric Medicine",0,0,0,0,1,0,0,1,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Gynaecology",598,7,546,6,262,122,118,144,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Haematology Clinical",747,8,742,8,73,780,21,52,666
"NHSCT",2019-03-31,"Antrim","Acute Services","Medical Oncology",0,0,0,0,0,253,0,0,218
"NHSCT",2019-03-31,"Antrim","Acute Services","Nephrology",2358,26,523,6,23,4317,9,14,4312
"NHSCT",2019-03-31,"Antrim","Acute Services","Neurology",0,0,0,0,0,17,0,0,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Paediatrics",3088,34,2272,25,1356,0,31,1325,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Palliative Medicine",1087,12,963,11,59,0,23,36,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Rheumatology",43,1,19,0,5,45,1,4,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Thoracic Medicine",6579,73,6423,71,845,101,28,817,0
"NHSCT",2019-03-31,"Antrim","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,0,1,0,0,0
"NHSCT",2019-03-31,"Antrim","Elderly Care","Geriatric Medicine",3362,37,3313,37,593,0,0,0,0
"NHSCT",2019-03-31,"Antrim","Maternity & Child Health","Obstetrics",3608,40,2049,23,813,0,0,0,0
"NHSCT",2019-03-31,"Antrim","Maternity & Child Health","Well Babies Obs",2499,28,971,11,451,0,0,0,0
"NHSCT",2019-03-31,"Braid Valley","Acute Services","Dermatology",0,0,0,0,0,55,0,0,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Cardiology",1504,17,1378,15,273,1,26,247,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Dermatology",0,0,0,0,0,124,0,0,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Ear Nose Throat",0,0,0,0,0,65,0,0,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Endocrinology",65,1,65,1,21,0,0,21,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Gastroenterology",341,4,341,4,51,379,8,43,0
"NHSCT",2019-03-31,"Causeway","Acute Services","General Medicine",6460,72,6148,68,939,0,6,933,0
"NHSCT",2019-03-31,"Causeway","Acute Services","General Practice Other",0,0,0,0,0,122,0,0,0
"NHSCT",2019-03-31,"Causeway","Acute Services","General Surgery",3670,41,2937,33,665,439,132,533,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Geriatric Medicine",0,0,0,0,1,0,0,1,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Gynaecology",422,5,338,4,135,105,81,54,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Haematology Clinical",0,0,0,0,0,9,0,0,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Neurology",0,0,0,0,0,14,0,0,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Paediatrics",1102,12,332,4,323,0,44,279,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Pain Management",0,0,0,0,0,125,0,0,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Thoracic Medicine",661,7,661,7,100,49,5,95,0
"NHSCT",2019-03-31,"Causeway","Acute Services","Urology",4,0,4,0,2,385,2,0,0
"NHSCT",2019-03-31,"Causeway","Elderly Care","Geriatric Medicine",2035,23,1864,21,196,0,0,0,0
"NHSCT",2019-03-31,"Causeway","Elderly Care","Old Age Psychiatry",0,0,0,0,0,0,0,0,0
"NHSCT",2019-03-31,"Causeway","Maternity & Child Health","Obstetrics",1604,18,509,6,266,0,0,0,0
"NHSCT",2019-03-31,"Causeway","Maternity & Child Health","Well Babies Obs",1789,20,358,4,200,0,0,0,0
"NHSCT",2019-03-31,"Causeway","Mental Health","Mental Illness",1800,20,1933,22,44,0,0,0,0
"NHSCT",2019-03-31,"Dalriada","Acute Services","General Practice Other",2880,32,1988,22,82,0,23,59,0
"NHSCT",2019-03-31,"Holywell","Elderly Care","Old Age Psychiatry",3600,40,2875,32,26,0,0,0,0
"NHSCT",2019-03-31,"Holywell","Mental Health","Mental Illness",6930,77,7420,82,156,0,0,0,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","Ear Nose Throat",0,0,0,0,0,74,0,0,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","Gastroenterology",0,0,0,0,0,288,0,0,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","General Practice Other",2160,24,1990,22,70,0,1,69,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","General Surgery",0,0,0,0,0,367,0,0,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","Gynaecology",0,0,0,0,0,29,0,0,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","Ophthalmology",0,0,0,0,0,276,0,0,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","Pain Management",0,0,0,0,0,75,0,0,0
"NHSCT",2019-03-31,"Mid Ulster","Acute Services","Urology",0,0,0,0,0,89,0,0,0
"NHSCT",2019-03-31,"Moyle","Acute Services","General Practice Other",1620,18,1311,15,57,0,0,57,0
"NHSCT",2019-03-31,"Robinson Memorial","Acute Services","General Practice Other",1890,21,1723,19,75,0,2,73,0
"NHSCT",2019-03-31,"Whiteabbey","Acute Services","Dermatology",0,0,0,0,0,130,0,0,0
"NHSCT",2019-03-31,"Whiteabbey","Acute Services","Ear Nose Throat",0,0,0,0,0,63,0,0,0
