"ltla_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S92000003",2016-09-01,"18-74","All Delay Reasons",13846,462
"S92000003",2016-09-01,"18-74","Health and Social Care Reasons",9114,304
"S92000003",2016-09-01,"18-74","Patient and Family Related Reasons",502,17
"S92000003",2016-09-01,"18-74","Code 9 AWI",2167,72
"S92000003",2016-09-01,"18-74","Code 9 Non-AWI",2063,69
"S92000003",2016-09-01,"75plus","All Delay Reasons",31228,1041
"S92000003",2016-09-01,"75plus","Health and Social Care Reasons",23643,788
"S92000003",2016-09-01,"75plus","Patient and Family Related Reasons",1445,48
"S92000003",2016-09-01,"75plus","Code 9 AWI",4505,150
"S92000003",2016-09-01,"75plus","Code 9 Non-AWI",1635,55
"S12000005",2016-10-01,"18plus","All Delay Reasons",207,7
"S12000005",2016-10-01,"18plus","Health and Social Care Reasons",98,3
"S12000005",2016-10-01,"18plus","Patient and Family Related Reasons",20,1
"S12000005",2016-10-01,"18plus","Code 9 AWI",62,2
"S12000005",2016-10-01,"18plus","Code 9 Non-AWI",27,1
"S12000005",2016-10-01,"18-74","All Delay Reasons",31,1
"S12000005",2016-10-01,"18-74","Health and Social Care Reasons",4,0
"S12000005",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000005",2016-10-01,"18-74","Code 9 AWI",0,0
"S12000005",2016-10-01,"18-74","Code 9 Non-AWI",27,1
"S12000005",2016-10-01,"75plus","All Delay Reasons",176,6
"S12000005",2016-10-01,"75plus","Health and Social Care Reasons",94,3
"S12000005",2016-10-01,"75plus","Patient and Family Related Reasons",20,1
"S12000005",2016-10-01,"75plus","Code 9 AWI",62,2
"S12000005",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000006",2016-10-01,"18plus","All Delay Reasons",1270,41
"S12000006",2016-10-01,"18plus","Health and Social Care Reasons",978,32
"S12000006",2016-10-01,"18plus","Patient and Family Related Reasons",37,1
"S12000006",2016-10-01,"18plus","Code 9 AWI",255,8
"S12000006",2016-10-01,"18plus","Code 9 Non-AWI",0,0
"S12000006",2016-10-01,"18-74","All Delay Reasons",195,6
"S12000006",2016-10-01,"18-74","Health and Social Care Reasons",127,4
"S12000006",2016-10-01,"18-74","Patient and Family Related Reasons",37,1
"S12000006",2016-10-01,"18-74","Code 9 AWI",31,1
"S12000006",2016-10-01,"18-74","Code 9 Non-AWI",0,0
"S12000006",2016-10-01,"75plus","All Delay Reasons",1075,35
"S12000006",2016-10-01,"75plus","Health and Social Care Reasons",851,27
"S12000006",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000006",2016-10-01,"75plus","Code 9 AWI",224,7
"S12000006",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000008",2016-10-01,"18plus","All Delay Reasons",529,17
"S12000008",2016-10-01,"18plus","Health and Social Care Reasons",145,5
"S12000008",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000008",2016-10-01,"18plus","Code 9 AWI",195,6
"S12000008",2016-10-01,"18plus","Code 9 Non-AWI",189,6
"S12000008",2016-10-01,"18-74","All Delay Reasons",103,3
"S12000008",2016-10-01,"18-74","Health and Social Care Reasons",14,0
"S12000008",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000008",2016-10-01,"18-74","Code 9 AWI",62,2
"S12000008",2016-10-01,"18-74","Code 9 Non-AWI",27,1
"S12000008",2016-10-01,"75plus","All Delay Reasons",426,14
"S12000008",2016-10-01,"75plus","Health and Social Care Reasons",131,4
"S12000008",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000008",2016-10-01,"75plus","Code 9 AWI",133,4
"S12000008",2016-10-01,"75plus","Code 9 Non-AWI",162,5
"S12000010",2016-10-01,"18plus","All Delay Reasons",1471,47
"S12000010",2016-10-01,"18plus","Health and Social Care Reasons",1433,46
"S12000010",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000010",2016-10-01,"18plus","Code 9 AWI",7,0
"S12000010",2016-10-01,"18plus","Code 9 Non-AWI",31,1
"S12000010",2016-10-01,"18-74","All Delay Reasons",403,13
"S12000010",2016-10-01,"18-74","Health and Social Care Reasons",365,12
"S12000010",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000010",2016-10-01,"18-74","Code 9 AWI",7,0
"S12000010",2016-10-01,"18-74","Code 9 Non-AWI",31,1
"S12000010",2016-10-01,"75plus","All Delay Reasons",1068,34
"S12000010",2016-10-01,"75plus","Health and Social Care Reasons",1068,34
"S12000010",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000010",2016-10-01,"75plus","Code 9 AWI",0,0
"S12000010",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000011",2016-10-01,"18plus","All Delay Reasons",186,6
"S12000011",2016-10-01,"18plus","Health and Social Care Reasons",132,4
"S12000011",2016-10-01,"18plus","Patient and Family Related Reasons",10,0
"S12000011",2016-10-01,"18plus","Code 9 AWI",0,0
"S12000011",2016-10-01,"18plus","Code 9 Non-AWI",44,1
"S12000011",2016-10-01,"18-74","All Delay Reasons",64,2
"S12000011",2016-10-01,"18-74","Health and Social Care Reasons",20,1
"S12000011",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000011",2016-10-01,"18-74","Code 9 AWI",0,0
"S12000011",2016-10-01,"18-74","Code 9 Non-AWI",44,1
"S12000011",2016-10-01,"75plus","All Delay Reasons",122,4
"S12000011",2016-10-01,"75plus","Health and Social Care Reasons",112,4
"S12000011",2016-10-01,"75plus","Patient and Family Related Reasons",10,0
"S12000011",2016-10-01,"75plus","Code 9 AWI",0,0
"S12000011",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000013",2016-10-01,"18plus","All Delay Reasons",915,30
"S12000013",2016-10-01,"18plus","Health and Social Care Reasons",336,11
"S12000013",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000013",2016-10-01,"18plus","Code 9 AWI",0,0
"S12000013",2016-10-01,"18plus","Code 9 Non-AWI",579,19
"S12000013",2016-10-01,"18-74","All Delay Reasons",243,8
"S12000013",2016-10-01,"18-74","Health and Social Care Reasons",212,7
"S12000013",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000013",2016-10-01,"18-74","Code 9 AWI",0,0
"S12000013",2016-10-01,"18-74","Code 9 Non-AWI",31,1
"S12000013",2016-10-01,"75plus","All Delay Reasons",672,22
"S12000013",2016-10-01,"75plus","Health and Social Care Reasons",124,4
"S12000013",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000013",2016-10-01,"75plus","Code 9 AWI",0,0
"S12000013",2016-10-01,"75plus","Code 9 Non-AWI",548,18
"S12000014",2016-10-01,"18plus","All Delay Reasons",1881,61
"S12000014",2016-10-01,"18plus","Health and Social Care Reasons",1427,46
"S12000014",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000014",2016-10-01,"18plus","Code 9 AWI",293,9
"S12000014",2016-10-01,"18plus","Code 9 Non-AWI",161,5
"S12000014",2016-10-01,"18-74","All Delay Reasons",602,19
"S12000014",2016-10-01,"18-74","Health and Social Care Reasons",396,13
"S12000014",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000014",2016-10-01,"18-74","Code 9 AWI",45,1
"S12000014",2016-10-01,"18-74","Code 9 Non-AWI",161,5
"S12000014",2016-10-01,"75plus","All Delay Reasons",1279,41
"S12000014",2016-10-01,"75plus","Health and Social Care Reasons",1031,33
"S12000014",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000014",2016-10-01,"75plus","Code 9 AWI",248,8
"S12000014",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000017",2016-10-01,"18plus","All Delay Reasons",3967,128
"S12000017",2016-10-01,"18plus","Health and Social Care Reasons",1834,59
"S12000017",2016-10-01,"18plus","Patient and Family Related Reasons",587,19
"S12000017",2016-10-01,"18plus","Code 9 AWI",534,17
"S12000017",2016-10-01,"18plus","Code 9 Non-AWI",1012,33
"S12000017",2016-10-01,"18-74","All Delay Reasons",872,28
"S12000017",2016-10-01,"18-74","Health and Social Care Reasons",404,13
"S12000017",2016-10-01,"18-74","Patient and Family Related Reasons",93,3
"S12000017",2016-10-01,"18-74","Code 9 AWI",0,0
"S12000017",2016-10-01,"18-74","Code 9 Non-AWI",375,12
"S12000017",2016-10-01,"75plus","All Delay Reasons",3095,100
"S12000017",2016-10-01,"75plus","Health and Social Care Reasons",1430,46
"S12000017",2016-10-01,"75plus","Patient and Family Related Reasons",494,16
"S12000017",2016-10-01,"75plus","Code 9 AWI",534,17
"S12000017",2016-10-01,"75plus","Code 9 Non-AWI",637,21
"S12000018",2016-10-01,"18plus","All Delay Reasons",173,6
"S12000018",2016-10-01,"18plus","Health and Social Care Reasons",121,4
"S12000018",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000018",2016-10-01,"18plus","Code 9 AWI",0,0
"S12000018",2016-10-01,"18plus","Code 9 Non-AWI",52,2
"S12000018",2016-10-01,"18-74","All Delay Reasons",61,2
"S12000018",2016-10-01,"18-74","Health and Social Care Reasons",9,0
"S12000018",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000018",2016-10-01,"18-74","Code 9 AWI",0,0
"S12000018",2016-10-01,"18-74","Code 9 Non-AWI",52,2
"S12000018",2016-10-01,"75plus","All Delay Reasons",112,4
"S12000018",2016-10-01,"75plus","Health and Social Care Reasons",112,4
"S12000018",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000018",2016-10-01,"75plus","Code 9 AWI",0,0
"S12000018",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000019",2016-10-01,"18plus","All Delay Reasons",875,28
"S12000019",2016-10-01,"18plus","Health and Social Care Reasons",751,24
"S12000019",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000019",2016-10-01,"18plus","Code 9 AWI",88,3
"S12000019",2016-10-01,"18plus","Code 9 Non-AWI",36,1
"S12000019",2016-10-01,"18-74","All Delay Reasons",253,8
"S12000019",2016-10-01,"18-74","Health and Social Care Reasons",222,7
"S12000019",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000019",2016-10-01,"18-74","Code 9 AWI",26,1
"S12000019",2016-10-01,"18-74","Code 9 Non-AWI",5,0
"S12000019",2016-10-01,"75plus","All Delay Reasons",622,20
"S12000019",2016-10-01,"75plus","Health and Social Care Reasons",529,17
"S12000019",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000019",2016-10-01,"75plus","Code 9 AWI",62,2
"S12000019",2016-10-01,"75plus","Code 9 Non-AWI",31,1
"S12000020",2016-10-01,"18plus","All Delay Reasons",1329,43
"S12000020",2016-10-01,"18plus","Health and Social Care Reasons",955,31
"S12000020",2016-10-01,"18plus","Patient and Family Related Reasons",31,1
"S12000020",2016-10-01,"18plus","Code 9 AWI",313,10
"S12000020",2016-10-01,"18plus","Code 9 Non-AWI",30,1
"S12000020",2016-10-01,"18-74","All Delay Reasons",261,8
"S12000020",2016-10-01,"18-74","Health and Social Care Reasons",169,5
"S12000020",2016-10-01,"18-74","Patient and Family Related Reasons",31,1
"S12000020",2016-10-01,"18-74","Code 9 AWI",31,1
"S12000020",2016-10-01,"18-74","Code 9 Non-AWI",30,1
"S12000020",2016-10-01,"75plus","All Delay Reasons",1068,34
"S12000020",2016-10-01,"75plus","Health and Social Care Reasons",786,25
"S12000020",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000020",2016-10-01,"75plus","Code 9 AWI",282,9
"S12000020",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000021",2016-10-01,"18plus","All Delay Reasons",845,27
"S12000021",2016-10-01,"18plus","Health and Social Care Reasons",716,23
"S12000021",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000021",2016-10-01,"18plus","Code 9 AWI",109,4
"S12000021",2016-10-01,"18plus","Code 9 Non-AWI",20,1
"S12000021",2016-10-01,"18-74","All Delay Reasons",168,5
"S12000021",2016-10-01,"18-74","Health and Social Care Reasons",134,4
"S12000021",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000021",2016-10-01,"18-74","Code 9 AWI",14,0
"S12000021",2016-10-01,"18-74","Code 9 Non-AWI",20,1
"S12000021",2016-10-01,"75plus","All Delay Reasons",677,22
"S12000021",2016-10-01,"75plus","Health and Social Care Reasons",582,19
"S12000021",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000021",2016-10-01,"75plus","Code 9 AWI",95,3
"S12000021",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000023",2016-10-01,"18plus","All Delay Reasons",119,4
"S12000023",2016-10-01,"18plus","Health and Social Care Reasons",112,4
"S12000023",2016-10-01,"18plus","Patient and Family Related Reasons",7,0
"S12000023",2016-10-01,"18plus","Code 9 AWI",0,0
"S12000023",2016-10-01,"18plus","Code 9 Non-AWI",0,0
"S12000023",2016-10-01,"18-74","All Delay Reasons",33,1
"S12000023",2016-10-01,"18-74","Health and Social Care Reasons",30,1
"S12000023",2016-10-01,"18-74","Patient and Family Related Reasons",3,0
"S12000023",2016-10-01,"18-74","Code 9 AWI",0,0
"S12000023",2016-10-01,"18-74","Code 9 Non-AWI",0,0
"S12000023",2016-10-01,"75plus","All Delay Reasons",86,3
"S12000023",2016-10-01,"75plus","Health and Social Care Reasons",82,3
"S12000023",2016-10-01,"75plus","Patient and Family Related Reasons",4,0
"S12000023",2016-10-01,"75plus","Code 9 AWI",0,0
"S12000023",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000026",2016-10-01,"18plus","All Delay Reasons",998,32
"S12000026",2016-10-01,"18plus","Health and Social Care Reasons",706,23
"S12000026",2016-10-01,"18plus","Patient and Family Related Reasons",12,0
"S12000026",2016-10-01,"18plus","Code 9 AWI",174,6
"S12000026",2016-10-01,"18plus","Code 9 Non-AWI",106,3
"S12000026",2016-10-01,"18-74","All Delay Reasons",277,9
"S12000026",2016-10-01,"18-74","Health and Social Care Reasons",142,5
"S12000026",2016-10-01,"18-74","Patient and Family Related Reasons",6,0
"S12000026",2016-10-01,"18-74","Code 9 AWI",23,1
"S12000026",2016-10-01,"18-74","Code 9 Non-AWI",106,3
"S12000026",2016-10-01,"75plus","All Delay Reasons",721,23
"S12000026",2016-10-01,"75plus","Health and Social Care Reasons",564,18
"S12000026",2016-10-01,"75plus","Patient and Family Related Reasons",6,0
"S12000026",2016-10-01,"75plus","Code 9 AWI",151,5
"S12000026",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000027",2016-10-01,"18plus","All Delay Reasons",60,2
"S12000027",2016-10-01,"18plus","Health and Social Care Reasons",60,2
"S12000027",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000027",2016-10-01,"18plus","Code 9 AWI",0,0
"S12000027",2016-10-01,"18plus","Code 9 Non-AWI",0,0
"S12000027",2016-10-01,"18-74","All Delay Reasons",0,0
"S12000027",2016-10-01,"18-74","Health and Social Care Reasons",0,0
"S12000027",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000027",2016-10-01,"18-74","Code 9 AWI",0,0
"S12000027",2016-10-01,"18-74","Code 9 Non-AWI",0,0
"S12000027",2016-10-01,"75plus","All Delay Reasons",60,2
"S12000027",2016-10-01,"75plus","Health and Social Care Reasons",60,2
"S12000027",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000027",2016-10-01,"75plus","Code 9 AWI",0,0
"S12000027",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000028",2016-10-01,"18plus","All Delay Reasons",1545,50
"S12000028",2016-10-01,"18plus","Health and Social Care Reasons",1208,39
"S12000028",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S12000028",2016-10-01,"18plus","Code 9 AWI",337,11
"S12000028",2016-10-01,"18plus","Code 9 Non-AWI",0,0
"S12000028",2016-10-01,"18-74","All Delay Reasons",377,12
"S12000028",2016-10-01,"18-74","Health and Social Care Reasons",257,8
"S12000028",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000028",2016-10-01,"18-74","Code 9 AWI",120,4
"S12000028",2016-10-01,"18-74","Code 9 Non-AWI",0,0
"S12000028",2016-10-01,"75plus","All Delay Reasons",1168,38
"S12000028",2016-10-01,"75plus","Health and Social Care Reasons",951,31
"S12000028",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S12000028",2016-10-01,"75plus","Code 9 AWI",217,7
"S12000028",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000029",2016-10-01,"18plus","All Delay Reasons",4069,131
"S12000029",2016-10-01,"18plus","Health and Social Care Reasons",3416,110
"S12000029",2016-10-01,"18plus","Patient and Family Related Reasons",219,7
"S12000029",2016-10-01,"18plus","Code 9 AWI",362,12
"S12000029",2016-10-01,"18plus","Code 9 Non-AWI",72,2
"S12000029",2016-10-01,"18-74","All Delay Reasons",1139,37
"S12000029",2016-10-01,"18-74","Health and Social Care Reasons",923,30
"S12000029",2016-10-01,"18-74","Patient and Family Related Reasons",36,1
"S12000029",2016-10-01,"18-74","Code 9 AWI",149,5
"S12000029",2016-10-01,"18-74","Code 9 Non-AWI",31,1
"S12000029",2016-10-01,"75plus","All Delay Reasons",2930,95
"S12000029",2016-10-01,"75plus","Health and Social Care Reasons",2493,80
"S12000029",2016-10-01,"75plus","Patient and Family Related Reasons",183,6
"S12000029",2016-10-01,"75plus","Code 9 AWI",213,7
"S12000029",2016-10-01,"75plus","Code 9 Non-AWI",41,1
"S12000030",2016-10-01,"18plus","All Delay Reasons",805,26
"S12000030",2016-10-01,"18plus","Health and Social Care Reasons",488,16
"S12000030",2016-10-01,"18plus","Patient and Family Related Reasons",31,1
"S12000030",2016-10-01,"18plus","Code 9 AWI",165,5
"S12000030",2016-10-01,"18plus","Code 9 Non-AWI",121,4
"S12000030",2016-10-01,"18-74","All Delay Reasons",189,6
"S12000030",2016-10-01,"18-74","Health and Social Care Reasons",62,2
"S12000030",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000030",2016-10-01,"18-74","Code 9 AWI",31,1
"S12000030",2016-10-01,"18-74","Code 9 Non-AWI",96,3
"S12000030",2016-10-01,"75plus","All Delay Reasons",616,20
"S12000030",2016-10-01,"75plus","Health and Social Care Reasons",426,14
"S12000030",2016-10-01,"75plus","Patient and Family Related Reasons",31,1
"S12000030",2016-10-01,"75plus","Code 9 AWI",134,4
"S12000030",2016-10-01,"75plus","Code 9 Non-AWI",25,1
"S12000033",2016-10-01,"18plus","All Delay Reasons",2223,72
"S12000033",2016-10-01,"18plus","Health and Social Care Reasons",1810,58
"S12000033",2016-10-01,"18plus","Patient and Family Related Reasons",61,2
"S12000033",2016-10-01,"18plus","Code 9 AWI",268,9
"S12000033",2016-10-01,"18plus","Code 9 Non-AWI",84,3
"S12000033",2016-10-01,"18-74","All Delay Reasons",702,23
"S12000033",2016-10-01,"18-74","Health and Social Care Reasons",501,16
"S12000033",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S12000033",2016-10-01,"18-74","Code 9 AWI",117,4
"S12000033",2016-10-01,"18-74","Code 9 Non-AWI",84,3
"S12000033",2016-10-01,"75plus","All Delay Reasons",1521,49
"S12000033",2016-10-01,"75plus","Health and Social Care Reasons",1309,42
"S12000033",2016-10-01,"75plus","Patient and Family Related Reasons",61,2
"S12000033",2016-10-01,"75plus","Code 9 AWI",151,5
"S12000033",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S12000034",2016-10-01,"18plus","All Delay Reasons",1744,56
"S12000034",2016-10-01,"18plus","Health and Social Care Reasons",1334,43
"S12000034",2016-10-01,"18plus","Patient and Family Related Reasons",80,3
"S12000034",2016-10-01,"18plus","Code 9 AWI",208,7
"S12000034",2016-10-01,"18plus","Code 9 Non-AWI",122,4
"S12000034",2016-10-01,"18-74","All Delay Reasons",365,12
"S12000034",2016-10-01,"18-74","Health and Social Care Reasons",267,9
"S12000034",2016-10-01,"18-74","Patient and Family Related Reasons",18,1
"S12000034",2016-10-01,"18-74","Code 9 AWI",33,1
"S12000034",2016-10-01,"18-74","Code 9 Non-AWI",47,2
"S12000034",2016-10-01,"75plus","All Delay Reasons",1379,44
"S12000034",2016-10-01,"75plus","Health and Social Care Reasons",1067,34
"S12000034",2016-10-01,"75plus","Patient and Family Related Reasons",62,2
"S12000034",2016-10-01,"75plus","Code 9 AWI",175,6
"S12000034",2016-10-01,"75plus","Code 9 Non-AWI",75,2
"S12000035",2016-10-01,"18plus","All Delay Reasons",603,19
"S12000035",2016-10-01,"18plus","Health and Social Care Reasons",466,15
"S12000035",2016-10-01,"18plus","Patient and Family Related Reasons",67,2
"S12000035",2016-10-01,"18plus","Code 9 AWI",62,2
