"trust18_code","trust18_name","department","date","total","under_4_hours","between_4_12_hours","over_12_hours"
"SHSCT","Southern","Craigavon Area",2018-04-01,7172,4455,2551,166
"SHSCT","Southern","Daisy Hill",2018-04-01,4777,3501,1205,71
"SHSCT","Southern","South Tyrone",2018-04-01,2935,2935,0,0
"WHSCT","Western","Altnagelvin Area",2018-04-01,5584,3866,1672,46
"WHSCT","Western","South West Acute",2018-04-01,3020,2082,900,38
"WHSCT","Western","Altnagelvin Area MIU",2018-04-01,1609,1582,27,0
"BHSCT","Belfast","Mater",2018-03-01,4210,2603,1352,255
"BHSCT","Belfast","RVH",2018-03-01,8261,4128,3609,524
"BHSCT","Belfast","RVH-RAES",2018-03-01,1426,1216,210,0
"BHSCT","Belfast","RBHSC",2018-03-01,3477,2446,1031,0
"NHSCT","Northern","Antrim Area",2018-03-01,7356,4367,2624,365
"NHSCT","Northern","Causeway",2018-03-01,3956,2618,1141,197
"NHSCT","Northern","Mid-Ulster",2018-03-01,869,869,0,0
"SEHSCT","South Eastern","Ards MIU",2018-03-01,1000,1000,0,0
"SEHSCT","South Eastern","Bangor MIU",2018-03-01,803,803,0,0
"SEHSCT","South Eastern","Downe",2018-03-01,2006,1743,198,65
"SEHSCT","South Eastern","Lagan Valley",2018-03-01,2245,1708,480,57
"SEHSCT","South Eastern","Ulster",2018-03-01,8105,4556,2823,726
"SHSCT","Southern","Craigavon Area",2018-03-01,7407,3968,2903,536
"SHSCT","Southern","Daisy Hill",2018-03-01,4735,3139,1450,146
"SHSCT","Southern","South Tyrone",2018-03-01,2598,2598,0,0
"WHSCT","Western","Altnagelvin Area",2018-03-01,5798,3819,1838,141
"WHSCT","Western","South West Acute",2018-03-01,3109,1809,1152,148
"WHSCT","Western","Altnagelvin Area MIU",2018-03-01,1472,1437,34,1
"BHSCT","Belfast","Mater",2018-02-01,3743,2477,1112,154
"BHSCT","Belfast","RVH",2018-02-01,7273,4045,2908,320
"BHSCT","Belfast","RVH-RAES",2018-02-01,1329,1111,218,0
"BHSCT","Belfast","RBHSC",2018-02-01,3130,2133,997,0
"NHSCT","Northern","Antrim Area",2018-02-01,6325,3645,2207,473
"NHSCT","Northern","Causeway",2018-02-01,3322,2315,946,61
"NHSCT","Northern","Mid-Ulster",2018-02-01,845,845,0,0
"SEHSCT","South Eastern","Ards MIU",2018-02-01,897,897,0,0
"SEHSCT","South Eastern","Bangor MIU",2018-02-01,757,757,0,0
"SEHSCT","South Eastern","Downe",2018-02-01,1681,1482,165,34
"SEHSCT","South Eastern","Lagan Valley",2018-02-01,1926,1500,400,26
"SEHSCT","South Eastern","Ulster",2018-02-01,6905,4068,2113,724
"SHSCT","Southern","Craigavon Area",2018-02-01,6649,3620,2665,364
"SHSCT","Southern","Daisy Hill",2018-02-01,4182,2910,1152,120
"SHSCT","Southern","South Tyrone",2018-02-01,2428,2426,2,0
"WHSCT","Western","Altnagelvin Area",2018-02-01,4912,3183,1572,157
"WHSCT","Western","South West Acute",2018-02-01,2613,1604,976,33
"WHSCT","Western","Altnagelvin Area MIU",2018-02-01,1180,1175,5,0
"BHSCT","Belfast","Mater",2018-01-01,3900,2700,925,275
"BHSCT","Belfast","RVH",2018-01-01,8041,4566,2933,542
"BHSCT","Belfast","RVH-RAES",2018-01-01,1398,1254,144,0
"BHSCT","Belfast","RBHSC",2018-01-01,3128,2476,652,0
"NHSCT","Northern","Antrim Area",2018-01-01,6485,3578,2163,744
"NHSCT","Northern","Causeway",2018-01-01,3534,2094,1083,357
"NHSCT","Northern","Mid-Ulster",2018-01-01,768,768,0,0
"SEHSCT","South Eastern","Ards MIU",2018-01-01,911,911,0,0
"SEHSCT","South Eastern","Bangor MIU",2018-01-01,820,820,0,0
"SEHSCT","South Eastern","Downe",2018-01-01,1867,1631,208,28
"SEHSCT","South Eastern","Lagan Valley",2018-01-01,2038,1635,363,40
"SEHSCT","South Eastern","Ulster",2018-01-01,7397,4346,2319,732
"SHSCT","Southern","Craigavon Area",2018-01-01,7030,3570,2961,499
"SHSCT","Southern","Daisy Hill",2018-01-01,4327,2873,1107,347
"SHSCT","Southern","South Tyrone",2018-01-01,2352,2352,0,0
"WHSCT","Western","Altnagelvin Area",2018-01-01,5226,3284,1702,240
"WHSCT","Western","South West Acute",2018-01-01,2827,1722,978,127
"WHSCT","Western","Altnagelvin Area MIU",2018-01-01,1230,1228,2,0
"BHSCT","Belfast","Mater",2017-12-01,4131,2989,1013,129
"BHSCT","Belfast","RVH",2017-12-01,8015,4756,3086,173
"BHSCT","Belfast","RVH-RAES",2017-12-01,1259,1116,143,0
"BHSCT","Belfast","RBHSC",2017-12-01,3546,2704,842,0
"NHSCT","Northern","Antrim Area",2017-12-01,7180,3939,2592,649
"NHSCT","Northern","Causeway",2017-12-01,3655,2205,1260,190
"NHSCT","Northern","Mid-Ulster",2017-12-01,617,617,0,0
"SEHSCT","South Eastern","Ards MIU",2017-12-01,752,752,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-12-01,610,610,0,0
"SEHSCT","South Eastern","Downe",2017-12-01,1829,1567,222,40
"SEHSCT","South Eastern","Lagan Valley",2017-12-01,1887,1518,345,24
"SEHSCT","South Eastern","Ulster",2017-12-01,7869,4653,2574,642
"SHSCT","Southern","Craigavon Area",2017-12-01,7343,4188,2812,343
"SHSCT","Southern","Daisy Hill",2017-12-01,4518,3235,1204,79
"SHSCT","Southern","South Tyrone",2017-12-01,2117,2116,1,0
"WHSCT","Western","Altnagelvin Area",2017-12-01,5576,3773,1727,76
"WHSCT","Western","South West Acute",2017-12-01,2991,2111,856,24
"WHSCT","Western","Altnagelvin Area MIU",2017-12-01,1230,1227,3,0
"BHSCT","Belfast","Mater",2017-11-01,3837,2994,793,50
"BHSCT","Belfast","RVH",2017-11-01,7866,5567,2218,81
"BHSCT","Belfast","RVH-RAES",2017-11-01,1396,1210,186,0
"BHSCT","Belfast","RBHSC",2017-11-01,3817,2877,940,0
"NHSCT","Northern","Antrim Area",2017-11-01,7083,4200,2626,257
"NHSCT","Northern","Causeway",2017-11-01,3421,2330,1047,44
"NHSCT","Northern","Mid-Ulster",2017-11-01,827,827,0,0
"SEHSCT","South Eastern","Ards MIU",2017-11-01,987,987,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-11-01,807,807,0,0
"SEHSCT","South Eastern","Downe",2017-11-01,1768,1601,150,17
"SEHSCT","South Eastern","Lagan Valley",2017-11-01,2055,1808,246,1
"SEHSCT","South Eastern","Ulster",2017-11-01,8020,5161,2456,403
"SHSCT","Southern","Craigavon Area",2017-11-01,7306,4681,2450,175
"SHSCT","Southern","Daisy Hill",2017-11-01,4480,3194,1149,137
"SHSCT","Southern","South Tyrone",2017-11-01,2349,2349,0,0
"WHSCT","Western","Altnagelvin Area",2017-11-01,5238,3860,1361,17
"WHSCT","Western","South West Acute",2017-11-01,2706,2276,423,7
"WHSCT","Western","Altnagelvin Area MIU",2017-11-01,1197,1196,1,0
"BHSCT","Belfast","Mater",2017-10-01,4129,3084,974,71
"BHSCT","Belfast","RVH",2017-10-01,8430,5669,2679,82
"BHSCT","Belfast","RVH-RAES",2017-10-01,1503,1216,287,0
"BHSCT","Belfast","RBHSC",2017-10-01,3640,2936,704,0
"NHSCT","Northern","Antrim Area",2017-10-01,7180,4385,2527,268
"NHSCT","Northern","Causeway",2017-10-01,3719,2501,1193,25
"NHSCT","Northern","Mid-Ulster",2017-10-01,831,831,0,0
"SEHSCT","South Eastern","Ards MIU",2017-10-01,1074,1074,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-10-01,915,915,0,0
"SEHSCT","South Eastern","Downe",2017-10-01,1904,1763,138,3
"SEHSCT","South Eastern","Lagan Valley",2017-10-01,2080,1867,213,0
"SEHSCT","South Eastern","Ulster",2017-10-01,8230,5452,2478,300
"SHSCT","Southern","Craigavon Area",2017-10-01,7312,4989,2203,120
"SHSCT","Southern","Daisy Hill",2017-10-01,4678,3513,1071,94
"SHSCT","Southern","South Tyrone",2017-10-01,2623,2623,0,0
"WHSCT","Western","Altnagelvin Area",2017-10-01,5248,3584,1625,39
"WHSCT","Western","South West Acute",2017-10-01,2833,2207,619,7
"WHSCT","Western","Altnagelvin Area MIU",2017-10-01,1258,1255,3,0
"BHSCT","Belfast","Mater",2017-09-01,4066,2972,1054,40
"BHSCT","Belfast","RVH",2017-09-01,8311,5606,2641,64
"BHSCT","Belfast","RVH-RAES",2017-09-01,1481,1335,146,0
"BHSCT","Belfast","RBHSC",2017-09-01,3090,2611,479,0
"NHSCT","Northern","Antrim Area",2017-09-01,6860,3984,2551,325
"NHSCT","Northern","Causeway",2017-09-01,3609,2380,1199,30
"NHSCT","Northern","Mid-Ulster",2017-09-01,816,816,0,0
"SEHSCT","South Eastern","Ards MIU",2017-09-01,999,999,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-09-01,847,847,0,0
"SEHSCT","South Eastern","Downe",2017-09-01,1866,1748,117,1
"SEHSCT","South Eastern","Lagan Valley",2017-09-01,2035,1808,227,0
"SEHSCT","South Eastern","Ulster",2017-09-01,7925,5361,2315,249
"SHSCT","Southern","Craigavon Area",2017-09-01,7026,4911,2042,73
"SHSCT","Southern","Daisy Hill",2017-09-01,4527,3513,972,42
"SHSCT","Southern","South Tyrone",2017-09-01,2699,2699,0,0
"WHSCT","Western","Altnagelvin Area",2017-09-01,5418,3692,1642,84
"WHSCT","Western","South West Acute",2017-09-01,2809,2217,581,11
"WHSCT","Western","Altnagelvin Area MIU",2017-09-01,1245,1245,0,0
"BHSCT","Belfast","Mater",2017-08-01,4144,3383,747,14
"BHSCT","Belfast","RVH",2017-08-01,8388,6387,1993,8
"BHSCT","Belfast","RVH-RAES",2017-08-01,1502,1210,292,0
"BHSCT","Belfast","RBHSC",2017-08-01,2579,2357,222,0
"NHSCT","Northern","Antrim Area",2017-08-01,7151,4816,2177,158
"NHSCT","Northern","Causeway",2017-08-01,3865,2604,1261,0
"NHSCT","Northern","Mid-Ulster",2017-08-01,837,837,0,0
"SEHSCT","South Eastern","Ards MIU",2017-08-01,1067,1067,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-08-01,831,831,0,0
"SEHSCT","South Eastern","Downe",2017-08-01,1950,1827,122,1
"SEHSCT","South Eastern","Lagan Valley",2017-08-01,2090,1901,189,0
"SEHSCT","South Eastern","Ulster",2017-08-01,8125,5612,2328,185
"SHSCT","Southern","Craigavon Area",2017-08-01,7044,5649,1344,51
"SHSCT","Southern","Daisy Hill",2017-08-01,4560,3652,903,5
"SHSCT","Southern","South Tyrone",2017-08-01,2658,2658,0,0
"WHSCT","Western","Altnagelvin Area",2017-08-01,5357,3809,1533,15
"WHSCT","Western","South West Acute",2017-08-01,3039,2266,762,11
"WHSCT","Western","Altnagelvin Area MIU",2017-08-01,1271,1266,5,0
"BHSCT","Belfast","Mater",2017-07-01,3961,2947,1005,9
"BHSCT","Belfast","RVH",2017-07-01,8161,6631,1525,5
"BHSCT","Belfast","RVH-RAES",2017-07-01,1423,1266,157,0
"BHSCT","Belfast","RBHSC",2017-07-01,2656,2531,125,0
"NHSCT","Northern","Antrim Area",2017-07-01,7103,5223,1801,79
"NHSCT","Northern","Causeway",2017-07-01,4204,2729,1465,10
"NHSCT","Northern","Mid-Ulster",2017-07-01,803,803,0,0
"SEHSCT","South Eastern","Ards MIU",2017-07-01,1025,1025,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-07-01,792,792,0,0
"SEHSCT","South Eastern","Downe",2017-07-01,1840,1709,129,2
"SEHSCT","South Eastern","Lagan Valley",2017-07-01,1887,1739,148,0
"SEHSCT","South Eastern","Ulster",2017-07-01,8065,6066,1891,108
"SHSCT","Southern","Craigavon Area",2017-07-01,7144,6332,800,12
"SHSCT","Southern","Daisy Hill",2017-07-01,4714,3563,1124,27
"SHSCT","Southern","South Tyrone",2017-07-01,2590,2590,0,0
"WHSCT","Western","Altnagelvin Area",2017-07-01,5706,4016,1662,28
"WHSCT","Western","South West Acute",2017-07-01,3041,2303,725,13
"WHSCT","Western","Altnagelvin Area MIU",2017-07-01,1385,1384,1,0
"BHSCT","Belfast","Mater",2017-06-01,4044,2920,1098,26
"BHSCT","Belfast","RVH",2017-06-01,7923,6594,1324,5
"BHSCT","Belfast","RVH-RAES",2017-06-01,1524,1351,173,0
"BHSCT","Belfast","RBHSC",2017-06-01,3202,2983,219,0
"NHSCT","Northern","Antrim Area",2017-06-01,7312,5501,1786,25
"NHSCT","Northern","Causeway",2017-06-01,3805,2535,1267,3
"NHSCT","Northern","Mid-Ulster",2017-06-01,1025,1025,0,0
"SEHSCT","South Eastern","Ards MIU",2017-06-01,1140,1140,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-06-01,913,913,0,0
"SEHSCT","South Eastern","Downe",2017-06-01,1914,1776,122,16
"SEHSCT","South Eastern","Lagan Valley",2017-06-01,2146,1906,240,0
"SEHSCT","South Eastern","Ulster",2017-06-01,8082,5803,2175,104
"SHSCT","Southern","Craigavon Area",2017-06-01,7312,5853,1400,59
"SHSCT","Southern","Daisy Hill",2017-06-01,4641,3581,1015,45
"SHSCT","Southern","South Tyrone",2017-06-01,2810,2810,0,0
"WHSCT","Western","Altnagelvin Area",2017-06-01,5502,4279,1214,9
"WHSCT","Western","South West Acute",2017-06-01,2844,2463,377,4
"WHSCT","Western","Tyrone County",2017-06-01,1509,1509,0,0
"BHSCT","Belfast","Mater",2017-05-01,4244,2906,1254,84
"BHSCT","Belfast","RVH",2017-05-01,8448,5676,2704,68
"BHSCT","Belfast","RVH-RAES",2017-05-01,1488,1297,191,0
"BHSCT","Belfast","RBHSC",2017-05-01,3745,3174,571,0
"NHSCT","Northern","Antrim Area",2017-05-01,7903,6221,1644,38
"NHSCT","Northern","Causeway",2017-05-01,3923,2714,1209,0
"NHSCT","Northern","Mid-Ulster",2017-05-01,1009,1009,0,0
"SEHSCT","South Eastern","Ards MIU",2017-05-01,1196,1196,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-05-01,1000,999,1,0
"SEHSCT","South Eastern","Downe",2017-05-01,2079,1937,139,3
"SEHSCT","South Eastern","Lagan Valley",2017-05-01,2238,2007,229,2
"SEHSCT","South Eastern","Ulster",2017-05-01,8466,5642,2647,177
"SHSCT","Southern","Craigavon Area",2017-05-01,7752,4934,2687,131
"SHSCT","Southern","Daisy Hill",2017-05-01,5042,3795,1222,25
"SHSCT","Southern","South Tyrone",2017-05-01,3058,3058,0,0
"WHSCT","Western","Altnagelvin Area",2017-05-01,5935,4769,1142,24
"WHSCT","Western","South West Acute",2017-05-01,3158,2687,469,2
"WHSCT","Western","Tyrone County",2017-05-01,1607,1605,2,0
"BHSCT","Belfast","Mater",2017-04-01,3914,2604,1261,49
"BHSCT","Belfast","RVH",2017-04-01,7776,5105,2658,13
"BHSCT","Belfast","RVH-RAES",2017-04-01,1390,1252,138,0
"BHSCT","Belfast","RBHSC",2017-04-01,3373,2862,511,0
"NHSCT","Northern","Antrim Area",2017-04-01,7251,4934,2154,163
"NHSCT","Northern","Causeway",2017-04-01,4006,2858,1125,23
"NHSCT","Northern","Mid-Ulster",2017-04-01,712,712,0,0
"SEHSCT","South Eastern","Ards MIU",2017-04-01,881,881,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-04-01,748,748,0,0
"SEHSCT","South Eastern","Downe",2017-04-01,1874,1746,127,1
"SEHSCT","South Eastern","Lagan Valley",2017-04-01,1794,1609,185,0
"SEHSCT","South Eastern","Ulster",2017-04-01,7783,5238,2342,203
"SHSCT","Southern","Craigavon Area",2017-04-01,7248,4416,2629,203
"SHSCT","Southern","Daisy Hill",2017-04-01,4459,3484,956,19
"SHSCT","Southern","South Tyrone",2017-04-01,2619,2619,0,0
"WHSCT","Western","Altnagelvin Area",2017-04-01,5325,3719,1581,25
"WHSCT","Western","South West Acute",2017-04-01,2861,2548,310,3
"WHSCT","Western","Tyrone County",2017-04-01,1417,1416,1,0
"BHSCT","Belfast","Mater",2017-03-01,4090,2961,1062,67
"BHSCT","Belfast","RVH",2017-03-01,8138,5015,3031,92
"BHSCT","Belfast","RVH-RAES",2017-03-01,1529,1317,212,0
"BHSCT","Belfast","RBHSC",2017-03-01,3606,2963,643,0
"NHSCT","Northern","Antrim Area",2017-03-01,7421,5248,2021,152
"NHSCT","Northern","Causeway",2017-03-01,3910,2804,1091,15
"NHSCT","Northern","Mid-Ulster",2017-03-01,996,996,0,0
"SEHSCT","South Eastern","Ards MIU",2017-03-01,1070,1070,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-03-01,955,955,0,0
"SEHSCT","South Eastern","Downe",2017-03-01,1964,1780,165,19
"SEHSCT","South Eastern","Lagan Valley",2017-03-01,2169,1879,290,0
"SEHSCT","South Eastern","Ulster",2017-03-01,8107,5535,2509,63
"SHSCT","Southern","Craigavon Area",2017-03-01,7419,4811,2528,80
"SHSCT","Southern","Daisy Hill",2017-03-01,4584,3376,1139,69
"SHSCT","Southern","South Tyrone",2017-03-01,2675,2675,0,0
"WHSCT","Western","Altnagelvin Area",2017-03-01,5491,3831,1636,24
"WHSCT","Western","South West Acute",2017-03-01,2756,2412,341,3
"WHSCT","Western","Tyrone County",2017-03-01,1536,1536,0,0
"BHSCT","Belfast","Mater",2017-02-01,3602,2584,916,102
"BHSCT","Belfast","RVH",2017-02-01,6993,4358,2425,210
"BHSCT","Belfast","RVH-RAES",2017-02-01,1362,1140,222,0
"BHSCT","Belfast","RBHSC",2017-02-01,2891,2454,437,0
"NHSCT","Northern","Antrim Area",2017-02-01,6259,4969,1203,87
"NHSCT","Northern","Causeway",2017-02-01,3202,2021,1110,71
"NHSCT","Northern","Mid-Ulster",2017-02-01,735,735,0,0
"SEHSCT","South Eastern","Ards MIU",2017-02-01,834,834,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-02-01,692,692,0,0
"SEHSCT","South Eastern","Downe",2017-02-01,1583,1406,154,23
"SEHSCT","South Eastern","Lagan Valley",2017-02-01,1816,1573,242,1
"SEHSCT","South Eastern","Ulster",2017-02-01,6878,4974,1830,74
"SHSCT","Southern","Craigavon Area",2017-02-01,6230,4029,2147,54
"SHSCT","Southern","Daisy Hill",2017-02-01,3880,2750,1054,76
"SHSCT","Southern","South Tyrone",2017-02-01,2266,2266,0,0
"WHSCT","Western","Altnagelvin Area",2017-02-01,4626,3071,1542,13
"WHSCT","Western","South West Acute",2017-02-01,2360,1869,487,4
"WHSCT","Western","Tyrone County",2017-02-01,1162,1162,0,0
"BHSCT","Belfast","Mater",2017-01-01,3894,2577,1172,145
"BHSCT","Belfast","RVH",2017-01-01,7532,4877,2339,316
"BHSCT","Belfast","RVH-RAES",2017-01-01,1361,1167,194,0
"BHSCT","Belfast","RBHSC",2017-01-01,2931,2480,451,0
"NHSCT","Northern","Antrim Area",2017-01-01,6700,4949,1412,339
"NHSCT","Northern","Causeway",2017-01-01,3457,2153,1142,162
"NHSCT","Northern","Mid-Ulster",2017-01-01,705,705,0,0
"SEHSCT","South Eastern","Ards MIU",2017-01-01,961,961,0,0
"SEHSCT","South Eastern","Bangor MIU",2017-01-01,763,763,0,0
"SEHSCT","South Eastern","Downe",2017-01-01,1705,1515,163,27
"SEHSCT","South Eastern","Lagan Valley",2017-01-01,1897,1602,281,14
"SEHSCT","South Eastern","Ulster",2017-01-01,7575,5208,2016,351
"SHSCT","Southern","Craigavon Area",2017-01-01,6783,4166,2436,181
"SHSCT","Southern","Daisy Hill",2017-01-01,4242,2937,1201,104
"SHSCT","Southern","South Tyrone",2017-01-01,2116,2116,0,0
"WHSCT","Western","Altnagelvin Area",2017-01-01,4736,2918,1717,101
"WHSCT","Western","South West Acute",2017-01-01,2668,1800,794,74
"WHSCT","Western","Tyrone County",2017-01-01,1206,1206,0,0
"BHSCT","Belfast","Mater",2016-12-01,3801,2613,1108,80
"BHSCT","Belfast","RVH",2016-12-01,7553,4907,2567,79
"BHSCT","Belfast","RVH-RAES",2016-12-01,1301,1141,160,0
"BHSCT","Belfast","RBHSC",2016-12-01,3337,2642,693,2
"NHSCT","Northern","Antrim Area",2016-12-01,6761,4281,2210,270
"NHSCT","Northern","Causeway",2016-12-01,3458,2123,1331,4
"NHSCT","Northern","Mid-Ulster",2016-12-01,597,597,0,0
"SEHSCT","South Eastern","Ards MIU",2016-12-01,825,825,0,0
"SEHSCT","South Eastern","Bangor MIU",2016-12-01,639,639,0,0
"SEHSCT","South Eastern","Downe",2016-12-01,1631,1389,211,31
"SEHSCT","South Eastern","Lagan Valley",2016-12-01,1858,1521,337,0
"SEHSCT","South Eastern","Ulster",2016-12-01,7741,5129,2435,177
"SHSCT","Southern","Craigavon Area",2016-12-01,6983,4441,2419,123
"SHSCT","Southern","Daisy Hill",2016-12-01,4564,3017,1527,20
"SHSCT","Southern","South Tyrone",2016-12-01,2086,2086,0,0
"WHSCT","Western","Altnagelvin Area",2016-12-01,4963,2991,1892,80
"WHSCT","Western","South West Acute",2016-12-01,2809,1862,925,22
"WHSCT","Western","Tyrone County",2016-12-01,1190,1185,5,0
"BHSCT","Belfast","Mater",2016-11-01,3726,2851,846,29
"BHSCT","Belfast","RVH",2016-11-01,7527,5108,2338,81
"BHSCT","Belfast","RVH-RAES",2016-11-01,1368,1206,162,0
"BHSCT","Belfast","RBHSC",2016-11-01,3561,2984,577,0
"NHSCT","Northern","Antrim Area",2016-11-01,6611,4199,2249,163
"NHSCT","Northern","Causeway",2016-11-01,3363,2238,1125,0
"NHSCT","Northern","Mid-Ulster",2016-11-01,726,723,3,0
"SEHSCT","South Eastern","Ards MIU",2016-11-01,868,868,0,0
"SEHSCT","South Eastern","Bangor MIU",2016-11-01,805,805,0,0
"SEHSCT","South Eastern","Downe",2016-11-01,1682,1490,173,19
"SEHSCT","South Eastern","Lagan Valley",2016-11-01,1943,1728,215,0
"SEHSCT","South Eastern","Ulster",2016-11-01,7552,5441,1997,114
"SHSCT","Southern","Craigavon Area",2016-11-01,6855,4394,2449,12
"SHSCT","Southern","Daisy Hill",2016-11-01,4238,3081,1151,6
"SHSCT","Southern","South Tyrone",2016-11-01,2150,2150,0,0
"WHSCT","Western","Altnagelvin Area",2016-11-01,4909,3323,1575,11
"WHSCT","Western","South West Acute",2016-11-01,2737,1945,767,25
"WHSCT","Western","Tyrone County",2016-11-01,1220,1219,1,0
"BHSCT","Belfast","Mater",2016-10-01,3944,2850,1067,27
"BHSCT","Belfast","RVH",2016-10-01,8285,5523,2694,68
"BHSCT","Belfast","RVH-RAES",2016-10-01,1407,1270,137,0
"BHSCT","Belfast","RBHSC",2016-10-01,3543,2986,557,0
"NHSCT","Northern","Antrim Area",2016-10-01,7109,4522,2469,118
"NHSCT","Northern","Causeway",2016-10-01,3605,2457,1148,0
"NHSCT","Northern","Mid-Ulster",2016-10-01,803,803,0,0
"SEHSCT","South Eastern","Ards MIU",2016-10-01,957,957,0,0
"SEHSCT","South Eastern","Bangor MIU",2016-10-01,906,906,0,0
"SEHSCT","South Eastern","Downe",2016-10-01,1661,1507,146,8
"SEHSCT","South Eastern","Lagan Valley",2016-10-01,2028,1801,227,0
"SEHSCT","South Eastern","Ulster",2016-10-01,8042,5904,2094,44
"SHSCT","Southern","Craigavon Area",2016-10-01,7288,4761,2514,13
"SHSCT","Southern","Daisy Hill",2016-10-01,4656,3480,1176,0
"SHSCT","Southern","South Tyrone",2016-10-01,2504,2504,0,0
"WHSCT","Western","Altnagelvin Area",2016-10-01,5364,3533,1810,21
"WHSCT","Western","South West Acute",2016-10-01,2831,2067,755,9
"WHSCT","Western","Tyrone County",2016-10-01,1385,1382,3,0
"BHSCT","Belfast","Mater",2016-09-01,4023,2832,1164,27
"BHSCT","Belfast","RVH",2016-09-01,7935,5496,2388,51
"BHSCT","Belfast","RVH-RAES",2016-09-01,1418,1418,0,0
"BHSCT","Belfast","RBHSC",2016-09-01,3165,2771,394,0
"NHSCT","Northern","Antrim Area",2016-09-01,6965,4589,2336,40
"NHSCT","Northern","Causeway",2016-09-01,3608,2267,1335,6
"NHSCT","Northern","Mid-Ulster",2016-09-01,829,829,0,0
"SEHSCT","South Eastern","Ards MIU",2016-09-01,1086,1086,0,0
"SEHSCT","South Eastern","Bangor MIU",2016-09-01,890,890,0,0
"SEHSCT","South Eastern","Downe",2016-09-01,1820,1637,181,2
"SEHSCT","South Eastern","Lagan Valley",2016-09-01,2132,1963,169,0
"SEHSCT","South Eastern","Ulster",2016-09-01,7817,5822,1973,22
"SHSCT","Southern","Craigavon Area",2016-09-01,6974,4711,2263,0
"SHSCT","Southern","Daisy Hill",2016-09-01,4305,3435,870,0
"SHSCT","Southern","South Tyrone",2016-09-01,2675,2675,0,0
"WHSCT","Western","Altnagelvin Area",2016-09-01,5273,3735,1532,6
"WHSCT","Western","South West Acute",2016-09-01,2650,2052,598,0
"WHSCT","Western","Tyrone County",2016-09-01,1450,1449,1,0
"BHSCT","Belfast","Mater",2016-08-01,4145,3179,956,10
"BHSCT","Belfast","RVH",2016-08-01,7943,5527,2398,18
"BHSCT","Belfast","RVH-RAES",2016-08-01,1475,1475,0,0
"BHSCT","Belfast","RBHSC",2016-08-01,2742,2570,172,0
"NHSCT","Northern","Antrim Area",2016-08-01,6792,4502,2268,22
"NHSCT","Northern","Causeway",2016-08-01,3978,2216,1760,2
"NHSCT","Northern","Mid-Ulster",2016-08-01,846,846,0,0
"SEHSCT","South Eastern","Ards MIU",2016-08-01,1072,1072,0,0
"SEHSCT","South Eastern","Bangor MIU",2016-08-01,924,924,0,0
"SEHSCT","South Eastern","Downe",2016-08-01,1820,1646,171,3
