"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks"
"W11000028","Aneurin Bevan LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",14239,8691
"W11000029","Cardiff and Vale University LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11801,6567
"W11000030","Cwm Taf Morgannwg University Health Board",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",12430,9366
"W11000031","Swansea Bay University Health Board",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",15652,11978
"W11000024","Powys Teaching LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",351,131
"W11000023","Betsi Cadwaladr University LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",17725,12189
"W11000025","Hywel Dda LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",10903,6733
"W11000024","Powys Teaching LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",366,125
"W11000028","Aneurin Bevan LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",14527,8511
"W11000029","Cardiff and Vale University LHB",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11825,6269
"W11000030","Cwm Taf Morgannwg University Health Board",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",12299,9136
"W11000031","Swansea Bay University Health Board",2021-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",15535,11827
"W11000023","Betsi Cadwaladr University LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",17618,12017
"W11000025","Hywel Dda LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",10878,6699
"W11000024","Powys Teaching LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",290,116
"W11000028","Aneurin Bevan LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",14701,8294
"W11000029","Cardiff and Vale University LHB",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",11622,5953
"W11000030","Cwm Taf Morgannwg University Health Board",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",12079,8846
"W11000031","Swansea Bay University Health Board",2021-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",15539,11773
"W11000023","Betsi Cadwaladr University LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",17589,11760
"W11000025","Hywel Dda LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",10996,6822
"W11000031","Swansea Bay University Health Board",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15875,11878
"W11000024","Powys Teaching LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",306,115
"W11000028","Aneurin Bevan LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15161,8378
"W11000029","Cardiff and Vale University LHB",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",11505,5766
"W11000030","Cwm Taf Morgannwg University Health Board",2021-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",12244,8804
"W11000023","Betsi Cadwaladr University LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",17037,11088
"W11000025","Hywel Dda LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",11337,7131
"W11000024","Powys Teaching LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",291,99
"W11000028","Aneurin Bevan LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",15551,8536
"W11000029","Cardiff and Vale University LHB",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",11396,5617
"W11000030","Cwm Taf Morgannwg University Health Board",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",12404,8798
"W11000031","Swansea Bay University Health Board",2021-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",15919,11830
"W11000023","Betsi Cadwaladr University LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16823,10757
"W11000025","Hywel Dda LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",11569,7326
"W11000031","Swansea Bay University Health Board",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16068,11645
"W11000024","Powys Teaching LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",354,82
"W11000028","Aneurin Bevan LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",15789,8441
"W11000029","Cardiff and Vale University LHB",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",11064,5318
"W11000030","Cwm Taf Morgannwg University Health Board",2021-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",12550,8740
"W11000023","Betsi Cadwaladr University LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",17282,11082
"W11000025","Hywel Dda LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",12137,7603
"W11000028","Aneurin Bevan LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",15971,8417
"W11000031","Swansea Bay University Health Board",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",16188,11301
"W11000024","Powys Teaching LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",372,74
"W11000029","Cardiff and Vale University LHB",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",11283,5496
"W11000030","Cwm Taf Morgannwg University Health Board",2021-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",12774,8832
"W11000023","Betsi Cadwaladr University LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",17749,11224
"W11000025","Hywel Dda LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",12091,7417
"W11000024","Powys Teaching LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",343,65
"W11000028","Aneurin Bevan LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",15845,8223
"W11000030","Cwm Taf Morgannwg University Health Board",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",13064,8728
"W11000031","Swansea Bay University Health Board",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",16175,11043
"W11000029","Cardiff and Vale University LHB",2022-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",11522,5482
"W11000023","Betsi Cadwaladr University LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",17874,11336
"W11000025","Hywel Dda LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",12070,7266
"W11000024","Powys Teaching LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",286,52
"W11000028","Aneurin Bevan LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",16260,8405
"W11000029","Cardiff and Vale University LHB",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",11464,5489
"W11000030","Cwm Taf Morgannwg University Health Board",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",13241,8595
"W11000031","Swansea Bay University Health Board",2022-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",16207,10790
"W11000023","Betsi Cadwaladr University LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",17611,11119
"W11000025","Hywel Dda LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",11745,7103
"W11000024","Powys Teaching LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",188,9
"W11000028","Aneurin Bevan LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",16650,8443
"W11000029","Cardiff and Vale University LHB",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",11397,5498
"W11000030","Cwm Taf Morgannwg University Health Board",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",13360,8583
"W11000031","Swansea Bay University Health Board",2022-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",16260,10673
"W11000023","Betsi Cadwaladr University LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",17581,11048
"W11000025","Hywel Dda LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",11861,7220
"W11000028","Aneurin Bevan LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",16994,8524
"W11000030","Cwm Taf Morgannwg University Health Board",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",13437,8488
"W11000031","Swansea Bay University Health Board",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",16271,10400
"W11000029","Cardiff and Vale University LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",11662,5526
"W11000024","Powys Teaching LHB",2022-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",158,2
"W11000023","Betsi Cadwaladr University LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",16535,10736
"W11000025","Hywel Dda LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11706,7331
"W11000028","Aneurin Bevan LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",16893,8590
"W11000031","Swansea Bay University Health Board",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",16063,10366
"W11000029","Cardiff and Vale University LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11243,5472
"W11000030","Cwm Taf Morgannwg University Health Board",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",13328,8514
"W11000024","Powys Teaching LHB",2022-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",151,1
"W11000023","Betsi Cadwaladr University LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",16520,10676
"W11000025","Hywel Dda LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11940,7557
"W11000028","Aneurin Bevan LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",17035,8680
"W11000030","Cwm Taf Morgannwg University Health Board",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",13361,8522
"W11000031","Swansea Bay University Health Board",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",16122,10222
"W11000029","Cardiff and Vale University LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11275,5401
"W11000024","Powys Teaching LHB",2022-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",155,NA
"W11000023","Betsi Cadwaladr University LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",16434,10555
"W11000025","Hywel Dda LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11990,7656
"W11000028","Aneurin Bevan LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",17125,8736
"W11000030","Cwm Taf Morgannwg University Health Board",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",13471,8544
"W11000031","Swansea Bay University Health Board",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",16389,10370
"W11000029","Cardiff and Vale University LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11170,5345
"W11000024","Powys Teaching LHB",2022-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",178,NA
"W11000023","Betsi Cadwaladr University LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",16617,10626
"W11000025","Hywel Dda LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",12032,7689
"W11000028","Aneurin Bevan LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",16768,8716
"W11000030","Cwm Taf Morgannwg University Health Board",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",13525,8542
"W11000031","Swansea Bay University Health Board",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",16502,10637
"W11000029","Cardiff and Vale University LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",11049,5202
"W11000024","Powys Teaching LHB",2022-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",257,NA
"W11000023","Betsi Cadwaladr University LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",16548,10234
"W11000025","Hywel Dda LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",12370,7777
"W11000028","Aneurin Bevan LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",16918,8702
"W11000029","Cardiff and Vale University LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",11232,5230
"W11000030","Cwm Taf Morgannwg University Health Board",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",13578,8500
"W11000031","Swansea Bay University Health Board",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",16904,11062
"W11000024","Powys Teaching LHB",2022-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",224,NA
