"Time Period","Financial Quarter","Location","Age Group","Measure","Value"
"Financial Year","2022/23","City of Edinburgh","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","Clackmannanshire","All Ages","Number of People",1195
"Financial Year","2022/23","Clackmannanshire","All Ages","Number of Hours",727530
"Financial Year","2022/23","Clackmannanshire","All Ages","Rate per 1,000 People",23.1
"Financial Year","2022/23","Clackmannanshire","0-17 years","Number of People",0
"Financial Year","2022/23","Clackmannanshire","0-17 years","Number of Hours",205
"Financial Year","2022/23","Clackmannanshire","0-17 years","Rate per 1,000 People",0
"Financial Year","2022/23","Clackmannanshire","18-64 years","Number of People",330
"Financial Year","2022/23","Clackmannanshire","18-64 years","Number of Hours",389525
"Financial Year","2022/23","Clackmannanshire","18-64 years","Rate per 1,000 People",10.7
"Financial Year","2022/23","Clackmannanshire","65-74 years","Number of People",170
"Financial Year","2022/23","Clackmannanshire","65-74 years","Number of Hours",86835
"Financial Year","2022/23","Clackmannanshire","65-74 years","Rate per 1,000 People",27.6
"Financial Year","2022/23","Clackmannanshire","75-84 years","Number of People",360
"Financial Year","2022/23","Clackmannanshire","75-84 years","Number of Hours",120930
"Financial Year","2022/23","Clackmannanshire","75-84 years","Rate per 1,000 People",98.6
"Financial Year","2022/23","Clackmannanshire","85+ years","Number of People",340
"Financial Year","2022/23","Clackmannanshire","85+ years","Number of Hours",130035
"Financial Year","2022/23","Clackmannanshire","85+ years","Rate per 1,000 People",324.7
"Financial Year","2022/23","Clackmannanshire","Unknown","Number of People",0
"Financial Year","2022/23","Clackmannanshire","Unknown","Number of Hours",0
"Financial Year","2022/23","Clackmannanshire","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","Comhairle nan Eilean Siar","All Ages","Number of People",430
"Financial Year","2022/23","Comhairle nan Eilean Siar","All Ages","Number of Hours",77770
"Financial Year","2022/23","Comhairle nan Eilean Siar","All Ages","Rate per 1,000 People",16.5
"Financial Year","2022/23","Comhairle nan Eilean Siar","0-17 years","Number of People",0
"Financial Year","2022/23","Comhairle nan Eilean Siar","0-17 years","Number of Hours",0
"Financial Year","2022/23","Comhairle nan Eilean Siar","0-17 years","Rate per 1,000 People",0
"Financial Year","2022/23","Comhairle nan Eilean Siar","18-64 years","Number of People",40
"Financial Year","2022/23","Comhairle nan Eilean Siar","18-64 years","Number of Hours",10885
"Financial Year","2022/23","Comhairle nan Eilean Siar","18-64 years","Rate per 1,000 People",2.7
"Financial Year","2022/23","Comhairle nan Eilean Siar","65-74 years","Number of People",55
"Financial Year","2022/23","Comhairle nan Eilean Siar","65-74 years","Number of Hours",8915
"Financial Year","2022/23","Comhairle nan Eilean Siar","65-74 years","Rate per 1,000 People",14.9
"Financial Year","2022/23","Comhairle nan Eilean Siar","75-84 years","Number of People",135
"Financial Year","2022/23","Comhairle nan Eilean Siar","75-84 years","Number of Hours",22160
"Financial Year","2022/23","Comhairle nan Eilean Siar","75-84 years","Rate per 1,000 People",55.7
"Financial Year","2022/23","Comhairle nan Eilean Siar","85+ years","Number of People",190
"Financial Year","2022/23","Comhairle nan Eilean Siar","85+ years","Number of Hours",35430
"Financial Year","2022/23","Comhairle nan Eilean Siar","85+ years","Rate per 1,000 People",218.9
"Financial Year","2022/23","Comhairle nan Eilean Siar","Unknown","Number of People",10
"Financial Year","2022/23","Comhairle nan Eilean Siar","Unknown","Number of Hours",375
"Financial Year","2022/23","Comhairle nan Eilean Siar","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","Dumfries and Galloway","All Ages","Number of People",2680
"Financial Year","2022/23","Dumfries and Galloway","All Ages","Number of Hours",2682475
"Financial Year","2022/23","Dumfries and Galloway","All Ages","Rate per 1,000 People",18.4
"Financial Year","2022/23","Dumfries and Galloway","0-17 years","Number of People",20
"Financial Year","2022/23","Dumfries and Galloway","0-17 years","Number of Hours",5645
"Financial Year","2022/23","Dumfries and Galloway","0-17 years","Rate per 1,000 People",0.8
"Financial Year","2022/23","Dumfries and Galloway","18-64 years","Number of People",740
"Financial Year","2022/23","Dumfries and Galloway","18-64 years","Number of Hours",1847660
"Financial Year","2022/23","Dumfries and Galloway","18-64 years","Rate per 1,000 People",9.2
"Financial Year","2022/23","Dumfries and Galloway","65-74 years","Number of People",375
"Financial Year","2022/23","Dumfries and Galloway","65-74 years","Number of Hours",293615
"Financial Year","2022/23","Dumfries and Galloway","65-74 years","Rate per 1,000 People",17.8
"Financial Year","2022/23","Dumfries and Galloway","75-84 years","Number of People",695
"Financial Year","2022/23","Dumfries and Galloway","75-84 years","Number of Hours",228550
"Financial Year","2022/23","Dumfries and Galloway","75-84 years","Rate per 1,000 People",50
"Financial Year","2022/23","Dumfries and Galloway","85+ years","Number of People",845
"Financial Year","2022/23","Dumfries and Galloway","85+ years","Number of Hours",307000
"Financial Year","2022/23","Dumfries and Galloway","85+ years","Rate per 1,000 People",174.3
"Financial Year","2022/23","Dumfries and Galloway","Unknown","Number of People",0
"Financial Year","2022/23","Dumfries and Galloway","Unknown","Number of Hours",0
"Financial Year","2022/23","Dumfries and Galloway","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","Dundee City","All Ages","Number of People",2315
"Financial Year","2022/23","Dundee City","All Ages","Number of Hours",905895
"Financial Year","2022/23","Dundee City","All Ages","Rate per 1,000 People",15.6
"Financial Year","2022/23","Dundee City","0-17 years","Number of People",0
"Financial Year","2022/23","Dundee City","0-17 years","Number of Hours",0
"Financial Year","2022/23","Dundee City","0-17 years","Rate per 1,000 People",0
"Financial Year","2022/23","Dundee City","18-64 years","Number of People",395
"Financial Year","2022/23","Dundee City","18-64 years","Number of Hours",226800
"Financial Year","2022/23","Dundee City","18-64 years","Rate per 1,000 People",4.2
"Financial Year","2022/23","Dundee City","65-74 years","Number of People",375
"Financial Year","2022/23","Dundee City","65-74 years","Number of Hours",133125
"Financial Year","2022/23","Dundee City","65-74 years","Rate per 1,000 People",26.4
"Financial Year","2022/23","Dundee City","75-84 years","Number of People",680
"Financial Year","2022/23","Dundee City","75-84 years","Number of Hours",230630
"Financial Year","2022/23","Dundee City","75-84 years","Rate per 1,000 People",75.1
"Financial Year","2022/23","Dundee City","85+ years","Number of People",865
"Financial Year","2022/23","Dundee City","85+ years","Number of Hours",315340
"Financial Year","2022/23","Dundee City","85+ years","Rate per 1,000 People",235.6
"Financial Year","2022/23","Dundee City","Unknown","Number of People",0
"Financial Year","2022/23","Dundee City","Unknown","Number of Hours",0
"Financial Year","2022/23","Dundee City","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","East Ayrshire","All Ages","Number of People",2740
"Financial Year","2022/23","East Ayrshire","All Ages","Number of Hours",1031875
"Financial Year","2022/23","East Ayrshire","All Ages","Rate per 1,000 People",22.8
"Financial Year","2022/23","East Ayrshire","0-17 years","Number of People",0
"Financial Year","2022/23","East Ayrshire","0-17 years","Number of Hours",0
"Financial Year","2022/23","East Ayrshire","0-17 years","Rate per 1,000 People",0
"Financial Year","2022/23","East Ayrshire","18-64 years","Number of People",550
"Financial Year","2022/23","East Ayrshire","18-64 years","Number of Hours",505705
"Financial Year","2022/23","East Ayrshire","18-64 years","Rate per 1,000 People",7.7
"Financial Year","2022/23","East Ayrshire","65-74 years","Number of People",400
"Financial Year","2022/23","East Ayrshire","65-74 years","Number of Hours",122090
"Financial Year","2022/23","East Ayrshire","65-74 years","Rate per 1,000 People",27.7
"Financial Year","2022/23","East Ayrshire","75-84 years","Number of People",900
"Financial Year","2022/23","East Ayrshire","75-84 years","Number of Hours",209040
"Financial Year","2022/23","East Ayrshire","75-84 years","Rate per 1,000 People",103.1
"Financial Year","2022/23","East Ayrshire","85+ years","Number of People",885
"Financial Year","2022/23","East Ayrshire","85+ years","Number of Hours",195040
"Financial Year","2022/23","East Ayrshire","85+ years","Rate per 1,000 People",317.9
"Financial Year","2022/23","East Ayrshire","Unknown","Number of People",0
"Financial Year","2022/23","East Ayrshire","Unknown","Number of Hours",0
"Financial Year","2022/23","East Ayrshire","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","East Dunbartonshire","All Ages","Number of People",2450
"Financial Year","2022/23","East Dunbartonshire","All Ages","Number of Hours",583400
"Financial Year","2022/23","East Dunbartonshire","All Ages","Rate per 1,000 People",22.5
"Financial Year","2022/23","East Dunbartonshire","0-17 years","Number of People",20
"Financial Year","2022/23","East Dunbartonshire","0-17 years","Number of Hours",13060
"Financial Year","2022/23","East Dunbartonshire","0-17 years","Rate per 1,000 People",0.9
"Financial Year","2022/23","East Dunbartonshire","18-64 years","Number of People",215
"Financial Year","2022/23","East Dunbartonshire","18-64 years","Number of Hours",75745
"Financial Year","2022/23","East Dunbartonshire","18-64 years","Rate per 1,000 People",3.5
"Financial Year","2022/23","East Dunbartonshire","65-74 years","Number of People",290
"Financial Year","2022/23","East Dunbartonshire","65-74 years","Number of Hours",67085
"Financial Year","2022/23","East Dunbartonshire","65-74 years","Rate per 1,000 People",21.3
"Financial Year","2022/23","East Dunbartonshire","75-84 years","Number of People",820
"Financial Year","2022/23","East Dunbartonshire","75-84 years","Number of Hours",176585
"Financial Year","2022/23","East Dunbartonshire","75-84 years","Rate per 1,000 People",90.6
"Financial Year","2022/23","East Dunbartonshire","85+ years","Number of People",1110
"Financial Year","2022/23","East Dunbartonshire","85+ years","Number of Hours",250930
"Financial Year","2022/23","East Dunbartonshire","85+ years","Rate per 1,000 People",291.9
"Financial Year","2022/23","East Dunbartonshire","Unknown","Number of People",0
"Financial Year","2022/23","East Dunbartonshire","Unknown","Number of Hours",0
"Financial Year","2022/23","East Dunbartonshire","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","East Lothian","All Ages","Number of People",1770
"Financial Year","2022/23","East Lothian","All Ages","Number of Hours",939495
"Financial Year","2022/23","East Lothian","All Ages","Rate per 1,000 People",15.7
"Financial Year","2022/23","East Lothian","0-17 years","Number of People",0
"Financial Year","2022/23","East Lothian","0-17 years","Number of Hours",10
"Financial Year","2022/23","East Lothian","0-17 years","Rate per 1,000 People",0
"Financial Year","2022/23","East Lothian","18-64 years","Number of People",410
"Financial Year","2022/23","East Lothian","18-64 years","Number of Hours",560875
"Financial Year","2022/23","East Lothian","18-64 years","Rate per 1,000 People",6.2
"Financial Year","2022/23","East Lothian","65-74 years","Number of People",230
"Financial Year","2022/23","East Lothian","65-74 years","Number of Hours",113165
"Financial Year","2022/23","East Lothian","65-74 years","Rate per 1,000 People",18
"Financial Year","2022/23","East Lothian","75-84 years","Number of People",475
"Financial Year","2022/23","East Lothian","75-84 years","Number of Hours",122445
"Financial Year","2022/23","East Lothian","75-84 years","Rate per 1,000 People",58.4
"Financial Year","2022/23","East Lothian","85+ years","Number of People",655
"Financial Year","2022/23","East Lothian","85+ years","Number of Hours",142995
"Financial Year","2022/23","East Lothian","85+ years","Rate per 1,000 People",221.9
"Financial Year","2022/23","East Lothian","Unknown","Number of People",0
"Financial Year","2022/23","East Lothian","Unknown","Number of Hours",0
"Financial Year","2022/23","East Lothian","Unknown","Rate per 1,000 People",0
"Financial Year","2022/23","East Renfrewshire","All Ages","Number of People",1705
"Financial Year","2022/23","East Renfrewshire","All Ages","Number of Hours",561895
"Financial Year","2022/23","East Renfrewshire","All Ages","Rate per 1,000 People",17.5
"Financial Year","2022/23","East Renfrewshire","0-17 years","Number of People",0
"Financial Year","2022/23","East Renfrewshire","0-17 years","Number of Hours",40
"Financial Year","2022/23","East Renfrewshire","0-17 years","Rate per 1,000 People",0
"Financial Year","2022/23","East Renfrewshire","18-64 years","Number of People",230
"Financial Year","2022/23","East Renfrewshire","18-64 years","Number of Hours",134045
"Financial Year","2022/23","East Renfrewshire","18-64 years","Rate per 1,000 People",4.3
"Financial Year","2022/23","East Renfrewshire","65-74 years","Number of People",195
"Financial Year","2022/23","East Renfrewshire","65-74 years","Number of Hours",83015
"Financial Year","2022/23","East Renfrewshire","65-74 years","Rate per 1,000 People",17.8
