"Date","Month","Year","Trust","Dept","Type","Under 4 Hours","Between 4 - 12 Hours","Over 12 Hours","Total","Percent Under 4 Hours"
"2020-12-01","Dec 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,235","291","3","1,529","80.8%"
"2020-12-01","Dec 2020","2020/21","South Eastern","Ulster","Type 1","4,171","1,845","766","6,782","61.5%"
"2020-12-01","Dec 2020","2020/21","Southern","Craigavon Area","Type 1","2,432","1,726","959","5,117","47.5%"
"2020-12-01","Dec 2020","2020/21","Southern","Daisy Hill","Type 1","1,969","1,018","200","3,187","61.8%"
"2020-12-01","Dec 2020","2020/21","Southern","South Tyrone","Type 3","1,280","0","0","1,280","100.0%"
"2020-12-01","Dec 2020","2020/21","Western","Altnagelvin Area","Type 1","2,335","1,397","544","4,276","54.6%"
"2020-12-01","Dec 2020","2020/21","Western","South West Acute","Type 1","1,388","652","352","2,392","58.0%"
"2020-12-01","Dec 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","765","16","0","781","98.0%"
"2020-11-01","Nov 2020","2020/21","Belfast","Mater","Type 1","510","290","212","1,012","50.4%"
"2020-11-01","Nov 2020","2020/21","Belfast","RVH","Type 1","2,171","2,872","707","5,750","37.8%"
"2020-11-01","Nov 2020","2020/21","Belfast","RVH-RAES","Type 2","547","65","0","612","89.4%"
"2020-11-01","Nov 2020","2020/21","Belfast","RBHSC","Type 1","2,208","397","0","2,605","84.8%"
"2020-11-01","Nov 2020","2020/21","Northern","Antrim Area","Type 1","3,508","1,256","596","5,360","65.4%"
"2020-11-01","Nov 2020","2020/21","Northern","Causeway","Type 1","1,814","640","272","2,726","66.5%"
"2020-11-01","Nov 2020","2020/21","Northern","Mid-Ulster","Type 3","558","0","0","558","100.0%"
"2020-11-01","Nov 2020","2020/21","South Eastern","Ards MIU","Type 3","637","0","0","637","100.0%"
"2020-11-01","Nov 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,320","304","0","1,624","81.3%"
"2020-11-01","Nov 2020","2020/21","South Eastern","Ulster","Type 1","3,944","1,550","930","6,424","61.4%"
"2020-11-01","Nov 2020","2020/21","Southern","Craigavon Area","Type 1","2,404","1,374","757","4,535","53.0%"
"2020-11-01","Nov 2020","2020/21","Southern","Daisy Hill","Type 1","2,083","856","137","3,076","67.7%"
"2020-11-01","Nov 2020","2020/21","Southern","South Tyrone","Type 3","1,778","0","0","1,778","100.0%"
"2020-11-01","Nov 2020","2020/21","Western","Altnagelvin Area","Type 1","2,226","1,413","282","3,921","56.8%"
"2020-11-01","Nov 2020","2020/21","Western","South West Acute","Type 1","1,524","631","260","2,415","63.1%"
"2020-11-01","Nov 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","827","18","0","845","97.9%"
"2020-10-01","Oct 2020","2020/21","Belfast","Mater","Type 1","593","501","323","1,417","41.8%"
"2020-10-01","Oct 2020","2020/21","Belfast","RVH","Type 1","2,990","3,324","940","7,254","41.2%"
"2020-10-01","Oct 2020","2020/21","Belfast","RVH-RAES","Type 2","597","84","0","681","87.7%"
"2020-10-01","Oct 2020","2020/21","Belfast","RBHSC","Type 1","2,201","354","2","2,557","86.1%"
"2020-10-01","Oct 2020","2020/21","Northern","Antrim Area","Type 1","3,677","1,748","666","6,091","60.4%"
"2020-10-01","Oct 2020","2020/21","Northern","Causeway","Type 1","2,222","699","304","3,225","68.9%"
"2020-10-01","Oct 2020","2020/21","Northern","Mid-Ulster","Type 3","610","0","0","610","100.0%"
"2020-10-01","Oct 2020","2020/21","South Eastern","Ards MIU","Type 3","916","0","0","916","100.0%"
"2020-10-01","Oct 2020","2020/21","South Eastern","Downe","Type 2","314","0","0","314","100.0%"
"2020-10-01","Oct 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,402","420","3","1,825","76.8%"
"2020-10-01","Oct 2020","2020/21","South Eastern","Ulster","Type 1","4,445","2,083","882","7,410","60.0%"
"2020-10-01","Oct 2020","2020/21","Southern","Craigavon Area","Type 1","3,543","2,075","1,011","6,629","53.4%"
"2020-10-01","Oct 2020","2020/21","Southern","Daisy Hill","Type 1","853","427","69","1,349","63.2%"
"2020-10-01","Oct 2020","2020/21","Southern","South Tyrone","Type 3","2,069","0","0","2,069","100.0%"
"2020-10-01","Oct 2020","2020/21","Western","Altnagelvin Area","Type 1","2,157","1,468","503","4,128","52.3%"
"2020-10-01","Oct 2020","2020/21","Western","South West Acute","Type 1","1,737","815","156","2,708","64.1%"
"2020-10-01","Oct 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","952","4","0","956","99.6%"
"2020-09-01","Sep 2020","2020/21","Belfast","Mater","Type 1","820","474","182","1,476","55.6%"
"2020-09-01","Sep 2020","2020/21","Belfast","RVH","Type 1","4,006","3,787","794","8,587","46.7%"
"2020-09-01","Sep 2020","2020/21","Belfast","RVH-RAES","Type 2","558","77","0","635","87.9%"
"2020-09-01","Sep 2020","2020/21","Belfast","RBHSC","Type 1","2,778","633","2","3,413","81.4%"
"2020-09-01","Sep 2020","2020/21","Northern","Antrim Area","Type 1","4,473","2,186","550","7,209","62.0%"
"2020-09-01","Sep 2020","2020/21","Northern","Causeway","Type 1","2,786","874","80","3,740","74.5%"
"2020-09-01","Sep 2020","2020/21","Northern","Mid-Ulster","Type 3","879","0","0","879","100.0%"
"2020-09-01","Sep 2020","2020/21","South Eastern","Ards MIU","Type 3","1,233","0","0","1,233","100.0%"
"2020-09-01","Sep 2020","2020/21","South Eastern","Downe","Type 2","674","1","0","675","99.9%"
"2020-09-01","Sep 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,621","520","2","2,143","75.6%"
"2020-09-01","Sep 2020","2020/21","South Eastern","Ulster","Type 1","4,997","2,202","941","8,140","61.4%"
"2020-09-01","Sep 2020","2020/21","Southern","Craigavon Area","Type 1","4,805","2,206","962","7,973","60.3%"
"2020-09-01","Sep 2020","2020/21","Southern","South Tyrone","Type 3","2,698","0","0","2,698","100.0%"
"2020-09-01","Sep 2020","2020/21","Western","Altnagelvin Area","Type 1","2,981","1,795","423","5,199","57.3%"
"2020-09-01","Sep 2020","2020/21","Western","South West Acute","Type 1","1,849","902","274","3,025","61.1%"
"2020-09-01","Sep 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","1,164","21","0","1,185","98.2%"
"2020-08-01","Aug 2020","2020/21","Belfast","Mater","Type 1","832","495","51","1,378","60.4%"
"2020-08-01","Aug 2020","2020/21","Belfast","RVH","Type 1","4,278","4,311","531","9,120","46.9%"
"2020-08-01","Aug 2020","2020/21","Belfast","RVH-RAES","Type 2","554","83","0","637","87.0%"
"2020-08-01","Aug 2020","2020/21","Belfast","RBHSC","Type 1","2,637","275","1","2,913","90.5%"
"2020-08-01","Aug 2020","2020/21","Northern","Antrim Area","Type 1","4,438","2,464","532","7,434","59.7%"
"2020-08-01","Aug 2020","2020/21","Northern","Causeway","Type 1","2,997","1,001","175","4,173","71.8%"
"2020-08-01","Aug 2020","2020/21","Northern","Mid-Ulster","Type 3","804","1","0","805","99.9%"
"2020-08-01","Aug 2020","2020/21","South Eastern","Ards MIU","Type 3","1,038","0","0","1,038","100.0%"
"2020-08-01","Aug 2020","2020/21","South Eastern","Downe","Type 2","437","0","0","437","100.0%"
"2020-08-01","Aug 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,493","461","1","1,955","76.4%"
"2020-08-01","Aug 2020","2020/21","South Eastern","Ulster","Type 1","5,140","2,540","947","8,627","59.6%"
"2020-08-01","Aug 2020","2020/21","Southern","Craigavon Area","Type 1","5,500","3,149","795","9,444","58.2%"
"2020-08-01","Aug 2020","2020/21","Southern","South Tyrone","Type 3","2,771","2","0","2,773","99.9%"
"2020-08-01","Aug 2020","2020/21","Western","Altnagelvin Area","Type 1","2,908","2,143","502","5,553","52.4%"
"2020-08-01","Aug 2020","2020/21","Western","South West Acute","Type 1","2,028","865","227","3,120","65.0%"
"2020-08-01","Aug 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","1,337","17","0","1,354","98.7%"
"2020-07-01","Jul 2020","2020/21","Belfast","Mater","Type 1","928","402","15","1,345","69.0%"
"2020-07-01","Jul 2020","2020/21","Belfast","RVH","Type 1","4,201","4,619","193","9,013","46.6%"
"2020-07-01","Jul 2020","2020/21","Belfast","RVH-RAES","Type 2","628","44","0","672","93.5%"
"2020-07-01","Jul 2020","2020/21","Belfast","RBHSC","Type 1","2,294","159","2","2,455","93.4%"
"2020-07-01","Jul 2020","2020/21","Northern","Antrim Area","Type 1","5,013","2,078","211","7,302","68.7%"
"2020-07-01","Jul 2020","2020/21","Northern","Causeway","Type 1","2,990","808","141","3,939","75.9%"
"2020-07-01","Jul 2020","2020/21","Northern","Mid-Ulster","Type 3","769","0","0","769","100.0%"
"2020-07-01","Jul 2020","2020/21","South Eastern","Ards MIU","Type 3","985","0","0","985","100.0%"
"2020-07-01","Jul 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,610","341","1","1,952","82.5%"
"2020-07-01","Jul 2020","2020/21","South Eastern","Ulster","Type 1","5,163","2,424","859","8,446","61.1%"
"2020-07-01","Jul 2020","2020/21","Southern","Craigavon Area","Type 1","5,952","3,103","618","9,673","61.5%"
"2020-07-01","Jul 2020","2020/21","Southern","South Tyrone","Type 3","2,512","0","0","2,512","100.0%"
"2020-07-01","Jul 2020","2020/21","Western","Altnagelvin Area","Type 1","3,046","2,006","384","5,436","56.0%"
"2020-07-01","Jul 2020","2020/21","Western","South West Acute","Type 1","2,200","853","79","3,132","70.2%"
"2020-07-01","Jul 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","1,195","8","0","1,203","99.3%"
"2020-06-01","Jun 2020","2020/21","Belfast","Mater","Type 1","469","216","3","688","68.2%"
"2020-06-01","Jun 2020","2020/21","Belfast","RVH","Type 1","4,676","4,144","112","8,932","52.4%"
"2020-06-01","Jun 2020","2020/21","Belfast","RVH-RAES","Type 2","537","66","0","603","89.1%"
"2020-06-01","Jun 2020","2020/21","Belfast","RBHSC","Type 1","2,129","194","0","2,323","91.6%"
"2020-06-01","Jun 2020","2020/21","Northern","Antrim Area","Type 1","5,115","1,753","231","7,099","72.1%"
"2020-06-01","Jun 2020","2020/21","Northern","Causeway","Type 1","2,695","666","103","3,464","77.8%"
"2020-06-01","Jun 2020","2020/21","Northern","Mid-Ulster","Type 3","728","0","0","728","100.0%"
"2020-06-01","Jun 2020","2020/21","South Eastern","Ards MIU","Type 3","797","0","0","797","100.0%"
"2020-06-01","Jun 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,402","320","1","1,723","81.4%"
"2020-06-01","Jun 2020","2020/21","South Eastern","Ulster","Type 1","5,239","2,204","449","7,892","66.4%"
"2020-06-01","Jun 2020","2020/21","Southern","Craigavon Area","Type 1","5,743","2,537","551","8,831","65.0%"
"2020-06-01","Jun 2020","2020/21","Southern","South Tyrone","Type 3","2,050","0","0","2,050","100.0%"
"2020-06-01","Jun 2020","2020/21","Western","Altnagelvin Area","Type 1","3,102","2,015","339","5,456","56.9%"
"2020-06-01","Jun 2020","2020/21","Western","South West Acute","Type 1","1,933","835","51","2,819","68.6%"
"2020-06-01","Jun 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","1,013","15","0","1,028","98.5%"
"2020-05-01","May 2020","2020/21","Belfast","Mater","Type 1","362","165","2","529","68.4%"
"2020-05-01","May 2020","2020/21","Belfast","RVH","Type 1","4,391","4,002","115","8,508","51.6%"
"2020-05-01","May 2020","2020/21","Belfast","RVH-RAES","Type 2","622","34","0","656","94.8%"
"2020-05-01","May 2020","2020/21","Belfast","RBHSC","Type 1","2,028","218","0","2,246","90.3%"
"2020-05-01","May 2020","2020/21","Northern","Antrim Area","Type 1","4,722","1,538","123","6,383","74.0%"
"2020-05-01","May 2020","2020/21","Northern","Causeway","Type 1","2,365","530","73","2,968","79.7%"
"2020-05-01","May 2020","2020/21","Northern","Mid-Ulster","Type 3","493","0","0","493","100.0%"
"2020-05-01","May 2020","2020/21","South Eastern","Ards MIU","Type 3","576","0","0","576","100.0%"
"2020-05-01","May 2020","2020/21","South Eastern","Lagan Valley","Type 2","1,222","248","0","1,470","83.1%"
"2020-05-01","May 2020","2020/21","South Eastern","Ulster","Type 1","4,991","2,149","205","7,345","68.0%"
"2020-05-01","May 2020","2020/21","Southern","Craigavon Area","Type 1","5,612","2,362","107","8,081","69.4%"
"2020-05-01","May 2020","2020/21","Southern","South Tyrone","Type 3","1,628","0","0","1,628","100.0%"
"2020-05-01","May 2020","2020/21","Western","Altnagelvin Area","Type 1","3,141","1,643","172","4,956","63.4%"
"2020-05-01","May 2020","2020/21","Western","South West Acute","Type 1","1,958","771","23","2,752","71.1%"
"2020-05-01","May 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","938","2","0","940","99.8%"
"2020-04-01","Apr 2020","2020/21","Belfast","Mater","Type 1","500","154","1","655","76.3%"
"2020-04-01","Apr 2020","2020/21","Belfast","RVH","Type 1","4,192","1,851","13","6,056","69.2%"
"2020-04-01","Apr 2020","2020/21","Belfast","RVH-RAES","Type 2","395","10","0","405","97.5%"
"2020-04-01","Apr 2020","2020/21","Belfast","RBHSC","Type 1","1,496","158","0","1,654","90.4%"
"2020-04-01","Apr 2020","2020/21","Northern","Antrim Area","Type 1","3,356","1,214","115","4,685","71.6%"
"2020-04-01","Apr 2020","2020/21","Northern","Causeway","Type 1","1,587","375","11","1,973","80.4%"
"2020-04-01","Apr 2020","2020/21","Northern","Mid-Ulster","Type 3","371","0","0","371","100.0%"
"2020-04-01","Apr 2020","2020/21","South Eastern","Ards MIU","Type 3","420","0","0","420","100.0%"
"2020-04-01","Apr 2020","2020/21","South Eastern","Lagan Valley","Type 2","881","157","0","1,038","84.9%"
"2020-04-01","Apr 2020","2020/21","South Eastern","Ulster","Type 1","3,680","1,455","21","5,156","71.4%"
"2020-04-01","Apr 2020","2020/21","Southern","Craigavon Area","Type 1","4,281","1,873","32","6,186","69.2%"
"2020-04-01","Apr 2020","2020/21","Southern","South Tyrone","Type 3","1,025","0","0","1,025","100.0%"
"2020-04-01","Apr 2020","2020/21","Western","Altnagelvin Area","Type 1","2,247","1,040","28","3,315","67.8%"
"2020-04-01","Apr 2020","2020/21","Western","South West Acute","Type 1","1,329","512","9","1,850","71.8%"
"2020-04-01","Apr 2020","2020/21","Western","Altnagelvin Area MIU","Type 3","632","2","0","634","99.7%"
"2020-03-01","Mar 2020","2019/20","Belfast","Mater","Type 1","1,596","829","100","2,525","63.2%"
"2020-03-01","Mar 2020","2019/20","Belfast","RVH","Type 1","3,197","2,375","337","5,909","54.1%"
"2020-03-01","Mar 2020","2019/20","Belfast","RVH-RAES","Type 2","680","124","0","804","84.6%"
"2020-03-01","Mar 2020","2019/20","Belfast","RBHSC","Type 1","2,064","453","0","2,517","82.0%"
"2020-03-01","Mar 2020","2019/20","Northern","Antrim Area","Type 1","4,161","1,770","275","6,206","67.0%"
"2020-03-01","Mar 2020","2019/20","Northern","Causeway","Type 1","2,022","607","189","2,818","71.8%"
"2020-03-01","Mar 2020","2019/20","Northern","Mid-Ulster","Type 3","565","0","0","565","100.0%"
"2020-03-01","Mar 2020","2019/20","South Eastern","Ards MIU","Type 3","887","1","0","888","99.9%"
"2020-03-01","Mar 2020","2019/20","South Eastern","Bangor MIU","Type 3","381","0","0","381","100.0%"
"2020-03-01","Mar 2020","2019/20","South Eastern","Downe","Type 2","1,173","159","18","1,350","86.9%"
"2020-03-01","Mar 2020","2019/20","South Eastern","Lagan Valley","Type 2","1,286","270","1","1,557","82.6%"
"2020-03-01","Mar 2020","2019/20","South Eastern","Ulster","Type 1","3,702","1,939","495","6,136","60.3%"
"2020-03-01","Mar 2020","2019/20","Southern","Craigavon Area","Type 1","2,705","1,981","506","5,192","52.1%"
"2020-03-01","Mar 2020","2019/20","Southern","Daisy Hill","Type 1","2,114","710","185","3,009","70.3%"
"2020-03-01","Mar 2020","2019/20","Southern","South Tyrone","Type 3","1,835","0","0","1,835","100.0%"
"2020-03-01","Mar 2020","2019/20","Western","Altnagelvin Area","Type 1","2,137","1,618","319","4,074","52.5%"
"2020-03-01","Mar 2020","2019/20","Western","South West Acute","Type 1","1,510","909","106","2,525","59.8%"
"2020-03-01","Mar 2020","2019/20","Western","Altnagelvin Area MIU","Type 3","882","15","0","897","98.3%"
"2020-02-01","Feb 2020","2019/20","Belfast","Mater","Type 1","2,286","1,387","202","3,875","59.0%"
"2020-02-01","Feb 2020","2019/20","Belfast","RVH","Type 1","3,454","3,352","765","7,571","45.6%"
"2020-02-01","Feb 2020","2019/20","Belfast","RVH-RAES","Type 2","952","310","0","1,262","75.4%"
"2020-02-01","Feb 2020","2019/20","Belfast","RBHSC","Type 1","2,421","606","0","3,027","80.0%"
"2020-02-01","Feb 2020","2019/20","Northern","Antrim Area","Type 1","4,304","2,241","590","7,135","60.3%"
"2020-02-01","Feb 2020","2019/20","Northern","Causeway","Type 1","2,669","806","284","3,759","71.0%"
"2020-02-01","Feb 2020","2019/20","Northern","Mid-Ulster","Type 3","831","0","0","831","100.0%"
"2020-02-01","Feb 2020","2019/20","South Eastern","Ards MIU","Type 3","1,006","0","0","1,006","100.0%"
"2020-02-01","Feb 2020","2019/20","South Eastern","Bangor MIU","Type 3","751","0","0","751","100.0%"
"2020-02-01","Feb 2020","2019/20","South Eastern","Downe","Type 2","1,524","229","34","1,787","85.3%"
"2020-02-01","Feb 2020","2019/20","South Eastern","Lagan Valley","Type 2","1,554","547","4","2,105","73.8%"
"2020-02-01","Feb 2020","2019/20","South Eastern","Ulster","Type 1","4,310","2,079","939","7,328","58.8%"
"2020-02-01","Feb 2020","2019/20","Southern","Craigavon Area","Type 1","2,852","2,334","933","6,119","46.6%"
"2020-02-01","Feb 2020","2019/20","Southern","Daisy Hill","Type 1","2,750","1,257","291","4,298","64.0%"
"2020-02-01","Feb 2020","2019/20","Southern","South Tyrone","Type 3","2,457","0","0","2,457","100.0%"
"2020-02-01","Feb 2020","2019/20","Western","Altnagelvin Area","Type 1","2,345","2,130","450","4,925","47.6%"
"2020-02-01","Feb 2020","2019/20","Western","South West Acute","Type 1","1,444","1,115","182","2,741","52.7%"
"2020-02-01","Feb 2020","2019/20","Western","Altnagelvin Area MIU","Type 3","1,236","53","0","1,289","95.9%"
"2020-01-01","Jan 2020","2019/20","Belfast","Mater","Type 1","2,221","1,426","321","3,968","56.0%"
"2020-01-01","Jan 2020","2019/20","Belfast","RVH","Type 1","3,797","3,195","926","7,918","48.0%"
"2020-01-01","Jan 2020","2019/20","Belfast","RVH-RAES","Type 2","1,033","263","0","1,296","79.7%"
"2020-01-01","Jan 2020","2019/20","Belfast","RBHSC","Type 1","2,443","617","0","3,060","79.8%"
"2020-01-01","Jan 2020","2019/20","Northern","Antrim Area","Type 1","4,880","1,880","639","7,399","66.0%"
"2020-01-01","Jan 2020","2019/20","Northern","Causeway","Type 1","2,863","806","279","3,948","72.5%"
"2020-01-01","Jan 2020","2019/20","Northern","Mid-Ulster","Type 3","819","0","0","819","100.0%"
"2020-01-01","Jan 2020","2019/20","South Eastern","Ards MIU","Type 3","1,049","1","0","1,050","99.9%"
"2020-01-01","Jan 2020","2019/20","South Eastern","Bangor MIU","Type 3","808","0","0","808","100.0%"
"2020-01-01","Jan 2020","2019/20","South Eastern","Downe","Type 2","1,684","263","82","2,029","83.0%"
"2020-01-01","Jan 2020","2019/20","South Eastern","Lagan Valley","Type 2","1,853","408","15","2,276","81.4%"
"2020-01-01","Jan 2020","2019/20","South Eastern","Ulster","Type 1","4,556","2,015","1,086","7,657","59.5%"
"2020-01-01","Jan 2020","2019/20","Southern","Craigavon Area","Type 1","3,046","2,499","1,112","6,657","45.8%"
"2020-01-01","Jan 2020","2019/20","Southern","Daisy Hill","Type 1","2,882","1,067","355","4,304","67.0%"
"2020-01-01","Jan 2020","2019/20","Southern","South Tyrone","Type 3","2,344","0","0","2,344","100.0%"
"2020-01-01","Jan 2020","2019/20","Western","Altnagelvin Area","Type 1","2,851","2,080","638","5,569","51.2%"
